text,text_preprocessed,LEN
"La imagen proyectada en ese tiempo fue la de una chica sexy con una mezcla de pop y punk, sus videos pronto fueron emitidos por cadenas como MTV, aunque apenas alcazaron fama; en aquel entonces artistas como [[Michael Jackson]] y Prince tenían un notable éxito.",La imagen proyectada en ese tiempo fue la de una chica sexy con una mezcla de pop y punk sus videos pronto fueron emitidos por cadenas como MTV aunque apenas alcazaron fama en aquel entonces artistas como Michael_Jackson y Prince tenían un notable éxito,44
"Sus singles ""Like a Virgin"", ""Material Girl"" o ""Into the Groove"" ascendieron a lo más alto de las listas de éxito tanto en Estados Unidos como en varios países de [[Europa]].",Sus singles Like a Virgin Material Girl o Into the Groove ascendieron a lo más alto de las listas de éxito tanto en Estados Unidos como en varios países de Europa,31
"Se casó en [[1985]] con el actor Sean Penn, divorciándose en 1988 por problemas matrimoniales.",Se casó en con el actor Sean Penn divorciándose en por problemas matrimoniales,13
[[Madonna]] ganó el [[Globo]] de Oro a la mejor actriz en 1996 por ese papel.,Madonna ganó el Globo de Oro a la mejor actriz en por ese papel,14
"Y después de un romance con el entrenador cubano Carlos León, el 14 de octubre de 1996 en un hospital de Los Angeles, [[California]], nace Lourdes María Ciccone León, primera hija de Madonna.",Y después de un romance con el entrenador cubano Carlos León el de octubre de en un hospital de Los Angeles California nace Lourdes María Ciccone León primera hija de Madonna,31
"En los ""VH1 Music Awards"", ""VH1 Fashion Awards"" (que la galardonó por segunda vez como la artista más elegante y recibe el primer premio ""[[Gianni Versace]]"" por mantener vivo el espíritu y la jovialidad del diseñador), los ""Mtv [[Europe]] Music Awards"" (Mejor Disco y Artista Femenina del año).",En los VH Music Awards VH Fashion Awards los Mtv Europe Music Awards,13
"En el [[2000]], Madonna lanzó la película sería la sucesora a ""Evita"" en su carrera cinematográfica.",En el Madonna lanzó la película sería la sucesora a Evita en su carrera cinematográfica,15
"En el [[2001]], Madonna emprendió la gira ""Drowned World"", su primera gira en ocho años.",En el Madonna emprendió la gira Drowned World su primera gira en ocho años,14
"Los conciertos fueron exitosos y fue el tema de un especial de televisión en los Estados Unidos, que más tarde se lanzó a la venta en formato DVD en el mes de [[noviembre]] de [[2001]] para coincidir con el lanzamiento de su segundo álbum de grandes éxitos, ""GHV2"".",Los conciertos fueron exitosos y fue el tema de un especial de televisión en los Estados Unidos que más tarde se lanzó a la venta en formato DVD en el mes de noviembre de para coincidir con el lanzamiento de su segundo álbum de grandes éxitos GHV,47
"En el [[2002]], escribió e interpretó el tema principal de la película de James Bond ""Die Another Day"".",En el escribió e interpretó el tema principal de la película de James Bond Die Another Day,17
"El noveno álbum de estudio de Madonna ay el American Life lanzado na el [[2003]], el cual los temas que se utiliza ya para llevar a cabo la escritura de las maga letras de las canciones ay los maga sueños, la fama, la fortuna y sociedad de los Estados Unidos, la música se polariza ya na extremos tanto positivos como negativos debido a las críticas y revisiones del inédito y controversial álbum, algunos de los críticos se atrevieron a declarar que Madonna era antinacionalista.",El noveno álbum de estudio de Madonna ay el American Life lanzado na el el cual los temas que se utiliza ya para llevar a cabo la escritura de las maga letras de las canciones ay los maga sueños la fama la fortuna y sociedad de los Estados Unidos la música se polariza ya na extremos tanto positivos como negativos debido a las críticas y revisiones del inédito y controversial álbum algunos de los críticos se atrevieron a declarar que Madonna era antinacionalista,83
"Un año más tarde Madonna se presentó en los MTV Video Music Awards de [[2003]], interpretó una versión re-estilizada de la canción ""Hollywood"" al lado de Britney Spears, [[Christina Aguilera]] y Missy Elliott.",Un año más tarde Madonna se presentó en los MTV Video Music Awards de interpretó una versión reestilizada de la canción Hollywood al lado de Britney Spears Christina Aguilera y Missy Elliott,32
"En el [[2004]], emprendió el tour mundial llamado ""Re-Invention"", el cual presentó cincuenta y seis fechas en su calendario en los Estados Unidos y [[Europa]] se convirtió en la gira que más dinero recaudó del 2004, se estima fue un total de $125 millones de dólares.",En el emprendió el tour mundial llamado ReInvention el cual presentó cincuenta y seis fechas en su calendario en los Estados Unidos y Europa se convirtió en la gira que más dinero recaudó del se estima fue un total de millones de dólares,43
"En [[enero]] de [[2005]], Madonna cantó una versión cover de la canción ""Imagine"" de John Lennon trasmitido para la televisión estadounidense, durante el concierto por la ayuda a los damnificados de [[Indonesia]] y [[Tailandia]] por el Tsunami en diciembre de [[2004]], el cual tuvo la finalidad de recaudar dinero para los víctimas en [[Asia]] del fenómeno marítimo.",En enero de Madonna cantó una versión cover de la canción Imagine de John Lennon trasmitido para la televisión estadounidense durante el concierto por la ayuda a los damnificados de Indonesia y Tailandia por el Tsunami en diciembre de el cual tuvo la finalidad de recaudar dinero para los víctimas en Asia del fenómeno marítimo,55
"En el [[2005]], Madonna lanzó su segundo documental para la televisión, titulado ""I'm Going to Tell You a Secret"", el cual fue filmado durante su gira mundial Re-Invention en el 2004, y estuvo dirigido por Jonas Akerlund.",En el Madonna lanzó su segundo documental para la televisión titulado Im Going to Tell You a Secret el cual fue filmado durante su gira mundial ReInvention en el y estuvo dirigido por Jonas Akerlund,35
"El álbum ha recibido las críticas más positivas desde ""Ray of Light"" en 1998, y además se le considera el gran retorno después del relativo fracaso de ""American Life"", recuperando su estatus de diva disco con sonidos que homenajean y recuerdan a artistas tan dispares como New Order, [[ABBA]], Pet Shop Boys, Donna Summer, Giorgio Moroder, la New Wave estadounidense y el estilo electrónico de Goldfrapp o Royksopp.",El álbum ha recibido las críticas más positivas desde Ray of Light en y además se le considera el gran retorno después del relativo fracaso de American Life recuperando su estatus de diva disco con sonidos que homenajean y recuerdan a artistas tan dispares como New Order ABBA Pet Shop Boys Donna Summer Giorgio Moroder la New Wave estadounidense y el estilo electrónico de Goldfrapp o Royksopp,67
"(A Man After Midnight)"" de [[ABBA]], ""Sorry"", ""Get Together"", ""Let It Will Be"" y ""Jump"".",de ABBA Sorry Get Together Let It Will Be y Jump,11
"""Hung Up"" se convirtió en el primer sencillo en ocupar una posición dentro de los diez primeros sencillos del Billboard Hot 100 desde el ""tropiezo"" con ""American Life"" en el [[2003]], con este sencillo nuevamente rompió récord, esta vez se lo quitó al que por muchos es conocido como el ""Rey del Rock and Roll"" Elvis Presley, actualmente Madonna es la cantante con más sencillos dentro del top 10 de la lista Hot 100.",Hung Up se convirtió en el primer sencillo en ocupar una posición dentro de los diez primeros sencillos del Billboard Hot desde el tropiezo con American Life en el con este sencillo nuevamente rompió récord esta vez se lo quitó al que por muchos es conocido como el Rey del Rock and Roll Elvis Presley actualmente Madonna es la cantante con más sencillos dentro del top de la lista Hot,70
"El tercer corte promocional de ""Confessions on a Dance Floor"" y el más reciente es ""Get Together"", lanzado en el mes de [[junio]] de [[2006]], debutó en el número uno del ""Billboard Dance"" (con éste último ha sido la artista con más sencillos número uno en ésta lista en la historia musical de los Estados Unidos).",El tercer corte promocional de Confessions on a Dance Floor y el más reciente es Get Together lanzado en el mes de junio de debutó en el número uno del Billboard Dance,32
"En [[mayo]] de [[2006]], Madonna emprendió su gira por el mundo ""Confessions"".",En mayo de Madonna emprendió su gira por el mundo Confessions,11
"La gira está prevista para los meses que abarcan desde [[mayo]] hasta septiembre, se ha confirmado que hará ""escalas"" en Norteamérica, [[Europa]] y [[Asia]].",La gira está prevista para los meses que abarcan desde mayo hasta septiembre se ha confirmado que hará escalas en Norteamérica Europa y Asia,24
"En junio de [[2006]], se anunció que Madonna será el nuevo rostro de la exclusiva línea de ropa H&M.",En junio de se anunció que Madonna será el nuevo rostro de la exclusiva línea de ropa HM,18
"El 20 de junio de [[2006]], Madonna lanza ya su documental ""I'm Going to Tell You a Secret"", en DVD, el cuál es ""fusionado"" con su primer álbum en vivo, el DVD debutó en la posición 33 del Billboard 200 vendiendo un total de 25,000 copias en su primera semana.",El de junio de Madonna lanza ya su documental Im Going to Tell You a Secret en DVD el cuál es fusionado con su primer álbum en vivo el DVD debutó en la posición del Billboard vendiendo un total de copias en su primera semana,45
"[[Madonna]] lanzará su ""Confessions Live Tour"" en DVD el próximo 29 de enero de 2007.",Madonna lanzará su Confessions Live Tour en DVD el próximo de enero de,13
Este nuevo [[proyecto]] será editado en dos formatos: DVD y [[CD+DVD]].,Este nuevo proyecto será editado en dos formatos DVD y CDDVD,11
[[La]] cantante ya trabaja en nuevos temas para un próximo disco que verá la luz a finales de 2007 y en el que se podría incluir una colaboración con el cantante [[Lenny Kravitz]].,La cantante ya trabaja en nuevos temas para un próximo disco que verá la luz a finales de y en el que se podría incluir una colaboración con el cantante Lenny Kravitz,32
"Además acaba de adoptar, junto con su esposo [[Guy Ritchie]], al pequeño David, un niño de [[Malawi]].",Además acaba de adoptar junto con su esposo Guy_Ritchie al pequeño David un niño de Malawi,16
Está situada en el [[Estado Mérida]] Venezuela.,Está situada en el Estado_Mérida Venezuela,6
"La publicidad, tiene como fin, el poder convencer, por medio de la [[comunicación]] de ideas, palabras e imágenes, al consumidor de comprar un bien productivo y no la competencia directa del mismo o uno sustituto.",La publicidad tiene como fin el poder convencer por medio de la comunicación de ideas palabras e imágenes al consumidor de comprar un bien productivo y no la competencia directa del mismo o uno sustituto,35
[[Davit Kirkitadze]] es un georgiano politico.,Davit_Kirkitadze es un georgiano politico,5
"Montevideo es un departamento de [[Uruguay]], su poblacion es de 1,344,000 habitantes.",Montevideo es un departamento de Uruguay su poblacion es de habitantes,11
"Su superficie 530 km2, menor y [[mas]] poblado departamento de [[Uruguay]].",Su superficie km menor y mas poblado departamento de Uruguay,10
En el se encuentra la capital de la nacion [[Montevideo ciudad]] y mayor ciudad Limita con [[Canelones]] [[San Jose]] y el río de la Plata.,En el se encuentra la capital de la nacion Montevideo_ciudad y mayor ciudad Limita con Canelones San Jose y el río de la Plata,24
[[Zaza Lominadze]] es un georgiano politico.,Zaza_Lominadze es un georgiano politico,5
"Mendoza es un ciudad de [[Argentina]], con un populacion de 114.822 maga gente 2010.",Mendoza es un ciudad de Argentina con un populacion de maga gente,12
El Paraná amo un estado de [[Brasil]] con un populacion de 10.577.755 gente ([[2012]]) y con [[Curitiba]] como su capital.,El Paraná amo un estado de Brasil con un populacion de gente y con Curitiba como su capital,18
[[Bangkok]] (Pronunciacion en Ingles: /ˈbæŋkɒk/) es el capital y el muy populoso ciudad de [[Tailandia]].,Bangkok es el capital y el muy populoso ciudad de Tailandia,11
"Este es conocido na Tailandes como [[Krung Thep Maha Nakhon]] ([[กรุงเทพมหานคร]], pronunciado: [krūŋ tʰêːp mahǎː nákʰɔ̄ːn] o simplemente [[Krung Thep]].",Este es conocido na Tailandes como Krung_Thep_Maha_Nakhon กรุงเทพมหานคร pronunciado krūŋ tʰêːp mahǎː nákʰɔ̄ːn o simplemente Krung Thep,17
"El ciudad ta ocupa 1,568.7 kilometros cuadrados (605.7 millas quadradas) en el delta del Rio de [[Chao Praya]] en Tailandia Central, y tiene populacion de mas 8 millones, o 12.6 por ciento del populacion del pais.",El ciudad ta ocupa kilometros cuadrados en el delta del Rio de Chao_Praya en Tailandia Central y tiene populacion de mas millones o por ciento del populacion del pais,29
