text,text_preprocessed,LEN
"Olgeta samting i gat laif olsem [[diwai]], ol enimol, na ol manmeri i gat planti tumas sel.",Olgeta samting i gat laif olsem diwai ol enimol na ol manmeri i gat planti tumas sel,17
Iran em i wanpela [[kantri]] long [[Esia]].,Iran em i wanpela kantri long Esia,7
[[Kapitol]] long emi Tehran.,Kapitol long emi Tehran,4
"Long mata i gat liklik hap ol i kolim [[molekel]] (molecule), na liklik moa hap ol i kolim atom.",Long mata i gat liklik hap ol i kolim molekel na liklik moa hap ol i kolim atom,18
"Aislan (, o ""Republik bilong Aislan""), em i wanpela [[kantri]] insait long [[Yurop]].",Aislan em i wanpela kantri insait long Yurop,8
Em i wanpela [[ailan]] long [[solwara Atlantik]].,Em i wanpela ailan long solwara Atlantik,7
[[Kapitol]] bilong Aislan em i [[Reykjavik]].,Kapitol bilong Aislan em i Reykjavik,6
Tokples bilong Aislan em i [[Tok Aislan]].,Tokples bilong Aislan em i Tok_Aislan,6
"Krowesia (Tok Inglis: ""Croatia"", [[Tok Krowesia]]: ""Hrvatska"") em i wanpela [[kantri]] long [[Yurop]].",Krowesia em i wanpela kantri long Yurop,7
[[Kapitol]] na nambawan bigpela taun tumas bilong dispela kantri em i Zagreb.,Kapitol na nambawan bigpela taun tumas bilong dispela kantri em i Zagreb,12
[[Tokples]] bilong Krowesia em i [[Tok Krowesia]].,Tokples bilong Krowesia em i Tok Krowesia,7
"Krowesia i gat 20 [[kaunti]], olsem provins, na biktaun Zagreb, na bikpela bilong en em i 56.594 km2.",Krowesia i gat kaunti olsem provins na biktaun Zagreb na bikpela bilong en em i km,16
"Em i gat klaimet bilong Solwara bilong Graun long namel (Tok Inglis: ""Mediterranean Sea"") na [[kontinen]].",Em i gat klaimet bilong Solwara bilong Graun long namel na kontinen,12
Solwara bilong Krowesia em i gat mo long 1000 [[ailan]].,Solwara bilong Krowesia em i gat mo long ailan,9
"Krowesia i gat 4,290,612 manmeri na [[lotu]] bilong planti manmeri em i [[lotu Kristen]] ([[Katolik]]).",Krowesia i gat manmeri na lotu bilong planti manmeri em i lotu Kristen,13
Long yia [[1991]] taim Krowesia i bin kamap olsem wanpela independen kantri.,Long yia taim Krowesia i bin kamap olsem wanpela independen kantri,11
Bihain long [[1995]] i no bin gat pait namel long Krowesia na [[Sebia]].,Bihain long i no bin gat pait namel long Krowesia na Sebia,12
Plak bilong [[Ista Ailan]] i mak olsem ofisel plak bilong hap-kantri long [[2006]].,Plak bilong Ista_Ailan i mak olsem ofisel plak bilong hapkantri long,11
Intanet em i kirap long [[Amerika]] long yia 1969 long ARPA.,Intanet em i kirap long Amerika long yia long ARPA,10
"Na tu, i gat samting olsem 200.000.000 (tu handred milion) adres bilong imel long [[wol]].",Na tu i gat samting olsem adres bilong imel long wol,11
"[[Ronald Wilson Reagan]] (Februeri 6, 1911 - Jun 5, 2004) i presiden namba 40 bilong [[Amerika]].",Ronald_Wilson_Reagan i presiden namba bilong Amerika,6
[[Ronald Reagan]] em i pikinini bilong [[Jack Reagan]] na [[Nelle Wilson Reagan]].,Ronald_Reagan em i pikinini bilong Jack Reagan na Nelle Wilson Reagan,11
"Bipo long taim [[Reagan]] i kamap presiden, em i kamap man i pilai long drama long redio, piksa o muvi na televisen.",Bipo long taim Reagan i kamap presiden em i kamap man i pilai long drama long redio piksa o muvi na televisen,22
"Abejar em i wanpela taun long Soria provins, Castile na León, [[Spen]].",Abejar em i wanpela taun long Soria provins Castile na León Spen,12
.ભારત em i Intanet kod bilong kantri [[India]].,ભારત em i Intanet kod bilong kantri India,8
Nau Vatikan na [[Katolik]] sios tasol oli save yusim dispela tokples liklik.,Nau Vatikan na Katolik sios tasol oli save yusim dispela tokples liklik,12
Marcus Stephen i presiden bilong [[Nauru]].,Marcus Stephen i presiden bilong Nauru,6
Mama i karim em long October 1 bilong yia [[1969]].,Mama i karim em long October bilong yia,8
.இலங்கை em i Intanet kod bilong kantri [[Sri Lanka]].,இலங்கை em i Intanet kod bilong kantri Sri_Lanka,8
"Nem Lajik ikam long [[Tok Gris]] ""λόγος"" (""logos""), imin tok.",Nem Lajik ikam long Tok_Gris λόγος imin tok,8
Lajik i wanpela lain long [[pilosopi]] i lukluk long wanem mekim samting gutpela toktok na samting nogutpela toktok.,Lajik i wanpela lain long pilosopi i lukluk long wanem mekim samting gutpela toktok na samting nogutpela toktok,18
Bolivia em i wanpela [[kantri]] long [[Saut Amerika]].,Bolivia em i wanpela kantri long Saut Amerika,8
[[Kapitol]] long emi La Paz.,Kapitol long emi La Paz,5
Santiago em i kapitol na taun bikpela tumas bilong kantri [[Sili]] long [[Saut Amerika]].,Santiago em i kapitol na taun bikpela tumas bilong kantri Sili long Saut Amerika,14
Saiprus i wanpela [[ailan]] bilong [[Yurop]] i wanpela [[kantri]] long Yurop tu.,Saiprus i wanpela ailan bilong Yurop i wanpela kantri long Yurop tu,12
[[Kapitol]] bilong Saiprus i Nicosia.,Kapitol bilong Saiprus i Nicosia,5
Tokples ofisel bilong Saiprus i [[Tok Gris]].,Tokples ofisel bilong Saiprus i Tok_Gris,6
"Saina, [[India]], Kenya, [[Sri Lanka]], na [[Teki]] i mekim bikpela tumas ti long wol.",Saina India Kenya Sri Lanka na Teki i mekim bikpela tumas ti long wol,14
"Save i kamap bilong ""[[Food and Agriculture Organization]] ([[FAO]]) of the [[United Nations]]"" long Janueri 2010.",Save i kamap bilong Food_and_Agriculture_Organization of the United Nations long Janueri,11
Wantok Niuspepa em i wanpela niuspepa long [[Papua Niugini]] long [[Tok Pisin]].,Wantok Niuspepa em i wanpela niuspepa long Papua_Niugini long Tok Pisin,11
Tasmenia stap wanpela [[ailan]] stet bilong [[Ostrelia]].,Tasmenia stap wanpela ailan stet bilong Ostrelia,7
Wanpela [[kapitol]] stap [[Hobat]].,Wanpela kapitol stap Hobat,4
.qa em i Intanet kod bilong kantri [[Qatar]].,qa em i Intanet kod bilong kantri Qatar,8
"Oklan (, ) em wanpela biktaun bilong [[Niu Silan]].",Oklan em wanpela biktaun bilong Niu_Silan,6
Em bilong [[Not Ailan]] bilong Niu Silan.,Em bilong Not_Ailan bilong Niu Silan,6
Benedicta Boccoli i [[itali]]an.,Benedicta Boccoli i italian,4
"Mama i karim [[Novemba]] 11, [[1966]]..",Mama i karim Novemba,4
.cy em i Intanet kod bilong kantri [[Saipras]].,cy em i Intanet kod bilong kantri Saipras,8
"Abajas emi wanpela taun long Burgos provins, Castile na León, [[Spen]].",Abajas emi wanpela taun long Burgos provins Castile na León Spen,11
Kuk i [[at]] na saiens long kukim kaikai long hat.,Kuk i at na saiens long kukim kaikai long hat,10
"Kamap bikpela bilong [[egrikalsa]], bisnis, tret, na pasin long kamap long arakain manmeri ol i givim man kuk planti nupela kaikai.",Kamap bikpela bilong egrikalsa bisnis tret na pasin long kamap long arakain manmeri ol i givim man kuk planti nupela kaikai,21
Slip kapul (Inglis: sloth) em i kain [[mamel]] bilong [[Saut Amerika]] i stap long diwai na silip planti tumas.,Slip kapul em i kain mamel bilong Saut Amerika i stap long diwai na silip planti tumas,17
Ol kaikai lip [[diwai]].,Ol kaikai lip diwai,4
Medellín em i nambawan siti saut [[Kolambia]].,Medellín em i nambawan siti saut Kolambia,7
"Plak bilong [[Ol Masol Ailan]] i mak olsem ofisel plak bilong kantri long Me 1, [[1979]].",Plak bilong Ol_Masol_Ailan i mak olsem ofisel plak bilong kantri long Me,12
.gb em i Intanet kod bilong kantri [[Yunaitet Kingdom]].,gb em i Intanet kod bilong kantri Yunaitet_Kingdom,8
Kuwait em i wanpela [[kantri]] long [[Esia]].,Kuwait em i wanpela kantri long Esia,7
[[Kapitol]] long emi Kuwait City.,Kapitol long emi Kuwait City,5
Epril i mun namba fo bilong [[yia]] (insait) long Kalendar Pop Gregori.,Epril i mun namba fo bilong yia long Kalendar Pop Gregori,11
Reykjavik i [[kapitol]] na bikpela taun tumas bilong [[Aislan]].,Reykjavik i kapitol na bikpela taun tumas bilong Aislan,9
"Muruk i stap wanpela kain bilong [[pisin]] bilong not-is [[Kwinslan]] (long [[Ostrelia]]), [[Niugini]] (long [[Papua Niugini]] na [[Wes Papua]]), [[Niu Briten]] na Niu Aialan (em tu long Papua Niugini).",Muruk i stap wanpela kain bilong pisin bilong notis Kwinslan Niugini Niu Briten na Niu Aialan,16
Wels emi wanpela [[kantri]] bilong [[Yurop]].,Wels emi wanpela kantri bilong Yurop,6
"[[Inglan]], [[Skotlan]], Wels na Noten Ailan wantaim i mekim [[Yunaitet Kingdom]].",Inglan Skotlan Wels na Noten Ailan wantaim i mekim Yunaitet Kingdom,11
Cuyonon em i tokples blong sampla Visayas ailan na em i toktok i stap long nambis blong [[Palawan]] ailan na Cuyo ailan long Palawan provins long [[Filipin]].,Cuyonon em i tokples blong sampla Visayas ailan na em i toktok i stap long nambis blong Palawan ailan na Cuyo ailan long Palawan provins long Filipin,27
"Egsempel: [[Pisin]], [[Mamel]], [[Reptail]] na [[Pis]].",Egsempel Pisin Mamel Reptail na Pis,6
"Egsempel: [[Pisin]] (Aves) save palai na wokim kiau: balus, kakaruk, kumul, muruk, etc.",Egsempel Pisin save palai na wokim kiau balus kakaruk kumul muruk etc,12
"[[Mamel]] (Mammalia) igat gras na ol i no wokim kiau (iksept nil kapul): sikau, kapul, bulmakau, man, [[bea]] (bear), etc.",Mamel igat gras na ol i no wokim kiau sikau kapul bulmakau man bea etc,15
"[[Reptail]] (Reptilia) i no nap palai na i no gat grass na ol i wokim kiau: pukpuk, snek, etc.",Reptail i no nap palai na i no gat grass na ol i wokim kiau pukpuk snek etc,18
[[Pis]] (Pisces) stap long wara.,Pis stap long wara,4
"[[Binatang]] (Arthropoda) liklik tumas: bataplai, anis, etc.",Binatang liklik tumas bataplai anis etc,6
"Estépar emi wanpela taun long Burgos provins, Castile na León, [[Spen]].",Estépar emi wanpela taun long Burgos provins Castile na León Spen,11
.bt em i Intanet kod bilong kantri [[Bhutan]].,bt em i Intanet kod bilong kantri Bhutan,8
Tarja Halonen (Desemba 24 [[1943]]) em i presiden bilong [[Pinlan]].,Tarja Halonen em i presiden bilong Pinlan,7
Em i kamap presiden tupela taim: long yia [[2000]] na yia [[2006]].,Em i kamap presiden tupela taim long yia na yia,10
Inglan em i wanpela [[kantri]] bilong [[Yurop]].,Inglan em i wanpela kantri bilong Yurop,7
Inglan i stap long ailan [[Bikpela Briten]].,Inglan i stap long ailan Bikpela_Briten,6
.tv em i Intanet kod bilong kantri [[Tuvalu]].,tv em i Intanet kod bilong kantri Tuvalu,8
Tude em i gat 1250 milion manmeri i i lotuim Hinduisim long [[Giraun]].,Tude em i gat milion manmeri i i lotuim Hinduisim long Giraun,12
Ilham Aliyev i presiden bilong [[Azerbaijan]].,Ilham Aliyev i presiden bilong Azerbaijan,6
Mama i karim em long Disemba 24 bilong yia [[1961]].,Mama i karim em long Disemba bilong yia,8
.pe em i Intanet kod bilong kantri [[Peru]].,pe em i Intanet kod bilong kantri Peru,8
"Tores Stret Kriol (Tores Stret Kriol: ""Yumplatok"") long kriol toktok insait long Tores Stret Ailans bilong [[Ostrelia]].",Tores Stret Kriol long kriol toktok insait long Tores Stret Ailans bilong Ostrelia,13
"Em stap wankain [[Tok Pisin]], Tok Bislama na [[Solomon Ailans Pijin]].",Em stap wankain Tok_Pisin Tok Bislama na Solomon Ailans Pijin,10
Estonia em i wanpela [[kantri]] long [[Yurop]].,Estonia em i wanpela kantri long Yurop,7
"Em i stap arere long kantri [[Latvia]], [[Pinlan]], na [[Rasia]].",Em i stap arere long kantri Latvia Pinlan na Rasia,10
[[Kapitol]] na bikpela taun bilong kantri emi Tallinn.,Kapitol na bikpela taun bilong kantri emi Tallinn,8
Presiden bilong Estonia emi [[Toomas Hendrik Ilves]].,Presiden bilong Estonia emi Toomas_Hendrik_Ilves,5
"Dispela saiens i yusim matematiks (wok namba), fisiks na [[kemistri]] olsem baimbai tok klia as na senis long nupela taim bilong planet na mun.",Dispela saiens i yusim matematiks fisiks na kemistri olsem baimbai tok klia as na senis long nupela taim bilong planet na mun,22
Tok Krowesia em i wanpela tokples bilong [[Krowesia]] ([[Yurop]]).,Tok Krowesia em i wanpela tokples bilong Krowesia,8
"Em i no nambawan tokples bilong taim bipo, em i kamap insait long en 167 yia igo pinis (1847) long halivim [[Tok Latin]].",Em i no nambawan tokples bilong taim bipo em i kamap insait long en yia igo pinis long halivim Tok_Latin,20
"Apia em i [[kapitol]] bilong [[Samoa]], na ol opis bilong nesenal [[gavman]] i stap long Apia.",Apia em i kapitol bilong Samoa na ol opis bilong nesenal gavman i stap long Apia,16
"Landen (""London"" long Tok Inglis) em i wanpela taun long [[Yunaitet Kingdom]].",Landen em i wanpela taun long Yunaitet_Kingdom,7
"Em i [[kapitol]] bilong [[kantri]], na ol opis bilong nesenal [[gavman]] i stap long Landen.",Em i kapitol bilong kantri na ol opis bilong nesenal gavman i stap long Landen,15
Wanpela Kapitol Teritori bilong Ostrelia stap wanpela stet bilong [[Ostrelia]].,Wanpela Kapitol Teritori bilong Ostrelia stap wanpela stet bilong Ostrelia,10
Wanpela [[kapitol]] stap [[Kambra]].,Wanpela kapitol stap Kambra,4
Szeged em i wanpela siti bilong Kaunti Csongrád-Csanád long [[Hangari]].,Szeged em i wanpela siti bilong Kaunti CsongrádCsanád long Hangari,10
Bangladesh em i wanpela [[kantri]] long [[Esia]].,Bangladesh em i wanpela kantri long Esia,7
[[Kapitol]] long emi Dhaka.,Kapitol long emi Dhaka,4
Eksempel: sompela i no bilip man i go long [[mun]] pinis.,Eksempel sompela i no bilip man i go long mun pinis,11
[[Donald Trump]] save laik ol giaman tiori.,Donald_Trump save laik ol giaman tiori,6
.is em i Intanet kod bilong kantri [[Aislan]].,is em i Intanet kod bilong kantri Aislan,8
"Ol man na meri mas harim dikteta, na dikteta hat tumas long rausim, ino olsem long [[demokrasi]].",Ol man na meri mas harim dikteta na dikteta hat tumas long rausim ino olsem long demokrasi,17
Tok Denmak i tokples bilong kantri [[Denmak]].,Tok Denmak i tokples bilong kantri Denmak,7
"Yen bilong Siapan ([[Tokples Siapan]]: 円, ""en"") emi [[mani]] bilong kantri [[Siapan]].",Yen bilong Siapan emi mani bilong kantri Siapan,8
"Plak bilong [[Solomon Ailans]] i mak olsem ofisel plak bilong kantri long Novemba 18, [[1977]].",Plak bilong Solomon_Ailans i mak olsem ofisel plak bilong kantri long Novemba,12
.nr em i Intanet kod bilong kantri [[Nauru]].,nr em i Intanet kod bilong kantri Nauru,8
"Nem antropolosi ikam long [[Tok Gris]] ""antropos"" i min manmeri na ""logos"" i min save.",Nem antropolosi ikam long Tok_Gris antropos i min manmeri na logos i min save,14
.mh em i Intanet kod bilong kantri [[Ol Masol Ailan]].,mh em i Intanet kod bilong kantri Ol_Masol_Ailan,8
Me i [[mun]] namba faiv bilong [[yia]] long Kalendar Pop Gregori.,Me i mun namba faiv bilong yia long Kalendar Pop Gregori,11
Michael Somare i bin praim minista bilong [[Papua Niugini]].,Michael Somare i bin praim minista bilong Papua_Niugini,8
"Em i kamap praim minista tripela taim: long yia [[1975]]-[[1980]], long yia [[1982]]-[[1985]], na long yia [[2002]].",Em i kamap praim minista tripela taim long yia long yia na long yia,14
Mama i karim em long April 9 bilong yia [[1936]].,Mama i karim em long April bilong yia,8
Pati bilong em i [[Nesenel Alains Pati]].,Pati bilong em i Nesenel_Alains_Pati,5
De i taim igat 24 [[awa]].,De i taim igat awa,5
I gat 365 o 366 de insait long wanpela [[yia]].,I gat o de insait long wanpela yia,8
.by em i Intanet kod bilong kantri [[Belaras]].,by em i Intanet kod bilong kantri Belaras,8
"Palawan (ofisel nem: Palawan Provins, Tok Inglis: ""Province of Palawan"", Tok Filipin: ""Probinsya ng Palawan"", Tok ""Cuyonon"": ""Probinsya i'ang Palawan""; ""Paragua"") i ailans provins blong [[Filipin]].",Palawan i ailans provins blong Filipin,6
"Narapla nem: ""”The [[Philippines]]' Last Frontier.”"" Olgeta hap graun.",Narapla nem ” The Philippines Last Frontier ” Olgeta hap graun,11
Ailans blong Palawan i stap long namel long Mindoro ailans long not-is na [[Borneo]] ailan long saut-wes.,Ailans blong Palawan i stap long namel long Mindoro ailans long notis na Borneo ailan long sautwes,17
"Nem blong Palawan i kam long nem blong bikpla ailan blong ol ailans blong [[Palawan]], nem blong en i [[Palawan]] tu.",Nem blong Palawan i kam long nem blong bikpla ailan blong ol ailans blong Palawan nem blong en i Palawan tu,21
"[[Palawan]] i mekim blong planti ailan, [[Palawan]] (Bikpla ailan) na planti liklik ailan raun en, wan kain, [[Busuanga]] ailan, [[Coron]] ailan, na [[Culion]] ailan (We ol manmeri husat i gat sik leprosy i stap long taim bipo.)",Palawan i mekim blong planti ailan Palawan na planti liklik ailan raun en wan kain Busuanga ailan Coron ailan na Culion ailan,22
"Long wes, [[Palawan]] i gat planti liklik ailans blong [[Kalayaan.",Long wes Palawan i gat planti liklik ailans blong Kalayaan,10
Palawán na [[Tagbanwa]] manmeri em i nambawan manmeri i stap long Palawan.,Palawán na Tagbanwa manmeri em i nambawan manmeri i stap long Palawan,12
"Manmeri i stap long narapla ailan blong [[Palawan]], em i Cuyonon manmeri long ol [[Cuyo]] ailan, Calamianes manmeri long Calamian ailan.",Manmeri i stap long narapla ailan blong Palawan em i Cuyonon manmeri long ol Cuyo ailan Calamianes manmeri long Calamian ailan,21
"Long 20th century Palawan i kisim planti imigren husat i stap long narapla ailan laik [[Luzon]] mainland, [[Ilo]]-[[Ilo]] provins na narapla ailan.",Long th century Palawan i kisim planti imigren husat i stap long narapla ailan laik Luzon mainland IloIlo provins na narapla ailan,22
Planti em i stap long Narra municipality na [[Puerto Princesa City]].,Planti em i stap long Narra municipality na Puerto_Princesa_City,9
Tok Aialan i tokples bilong kantri [[Ripablik bilong Aialan]].,Tok Aialan i tokples bilong kantri Ripablik_bilong_Aialan,7
Republik bilong Saina () emi wanpela kantri long [[Esia]] istap long [[Taiwan]] ailan.,Republik bilong Saina emi wanpela kantri long Esia istap long Taiwan ailan,12
Taim bipo [[kapitol]] bilong em i bin Nanjing tasol nau dispela taun istap insait long [[Ol Manmeri Ripablik bilong Saina]].,Taim bipo kapitol bilong em i bin Nanjing tasol nau dispela taun istap insait long Ol Manmeri Ripablik bilong Saina,20
"Nau kapitol bilong em i [[Taipei]], long [[Taiwan]] ailan.",Nau kapitol bilong em i Taipei long Taiwan ailan,9
"Montreal ([[Frens]]: ""Montréal"") em i stap long nambawan siti long [[Kanada]].",Montreal em i stap long nambawan siti long Kanada,9
"Mama i karim em long [[Novemba]] 27, yia 1987 long Tashkent.",Mama i karim em long Novemba yia long Tashkent,9
