text,text_clean,text_ents
Hekte(km²) !,Hektekm²,Hektekm²
Manmeri(1 Julai [[2002]] est.),Manmeri Julai est,Manmeri Julai est
Densiti(manmeri/km²) !,Densitimanmerikm²,Densitimanmerikm²
[[Kapitol]],Kapitol,Kapitol
Kolorado i wanpela stet long Yunaitet Stet i stap long namel bilong kantri.,Kolorado i wanpela stet long Yunaitet Stet i stap long namel bilong kantri,Kolorado i wanpela stet long Yunaitet Stet i stap long namel bilong kantri
Kolorado i gat planti bikpela maunten.,Kolorado i gat planti bikpela maunten,Kolorado i gat planti bikpela maunten
"Kolorado i gat 5,540,545 (2016) pasin stap long stet.",Kolorado i gat pasin stap long stet,Kolorado i gat pasin stap long stet
Kapitol bilong em i Denver.,Kapitol bilong em i Denver,Kapitol bilong em i Denver
.kg em i Intanet kod bilong kantri Kirgistan.,kg em i Intanet kod bilong kantri Kirgistan,kg em i Intanet kod bilong kantri Kirgistan
"Đồng Hới emi wanpela taun long Quảng Bình provins, Bac Trung Bo, [[Vietnam]].",Đồng Hới emi wanpela taun long Quảng Bình provins Bac Trung Bo Vietnam,Đồng Hới emi wanpela taun long Quảng Bình provins Bac Trung Bo Vietnam
Donald Trump em i presiden bilong [[Ol Yunaitet Stet]].,Donald Trump em i presiden bilong Ol Yunaitet Stet,Donald Trump em i presiden bilong Ol_Yunaitet_Stet
Em kam long 2016 tasol ol rausim em long 2021.,Em kam long tasol ol rausim em long,Em kam long tasol ol rausim em long
Em save mauswara planti na wok liklik tasol.,Em save mauswara planti na wok liklik tasol,Em save mauswara planti na wok liklik tasol
Em save laik ol [[giaman tiori]] na tokim ol long giamanim ol manmeri.,Em save laik ol giaman tiori na tokim ol long giamanim ol manmeri,Em save laik ol giaman_tiori na tokim ol long giamanim ol manmeri
Long 3 nov 2020 em lusim ileksan tasol em giaman olsem em winim.,Long nov em lusim ileksan tasol em giaman olsem em winim,Long nov em lusim ileksan tasol em giaman olsem em winim
Presiden i winim emi [[Joe Biden]].,Presiden i winim emi Joe Biden,Presiden i winim emi Joe_Biden
Sanna Marin (Novemba 16 [[1985]]) i praim minista bilong [[Pinlan]].,Sanna Marin Novemba i praim minista bilong Pinlan,Sanna Marin Novemba i praim minista bilong Pinlan
Em i kamap praim minista long yia 2019.,Em i kamap praim minista long yia,Em i kamap praim minista long yia
Buai em i wanpela kain pam.,Buai em i wanpela kain pam,Buai em i wanpela kain pam
"I gat dispela kain diwai long ples hat olsem long Pasifik, [[Esia]] na hap is bilong [[Aprika]].",I gat dispela kain diwai long ples hat olsem long Pasifik Esia na hap is bilong Aprika,I gat dispela kain diwai long ples hat olsem long Pasifik Esia na hap is bilong Aprika
Ol i tingting olsem as ples bilong buai long Malaysia o long Pilipin.,Ol i tingting olsem as ples bilong buai long Malaysia o long Pilipin,Ol i tingting olsem as ples bilong buai long Malaysia o long Pilipin
Kaikai buai.,Kaikai buai,Kaikai buai
Plenti manmeri i laik kaikaim buai.,Plenti manmeri i laik kaikaim buai,Plenti manmeri i laik kaikaim buai
"Sapos yu kaikaim buai, maus blong yu bai go bagarap na retpela tru.",Sapos yu kaikaim buai maus blong yu bai go bagarap na retpela tru,Sapos yu kaikaim buai maus blong yu bai go bagarap na retpela tru
"Siaman(i) oa Je(r)man(i) (, ) emi wanpela [[kantri]] long [[Yurop]].",Siamani oa Jermani emi wanpela kantri long Yurop,Siamani oa Jermani emi wanpela kantri long Yurop
Em i stap arere long kantri Pranis na [[Holan]].,Em i stap arere long kantri Pranis na Holan,Em i stap arere long kantri Pranis na Holan
Kampani na gavman bilong Siamani i bin bosim noten hap bilong [[Papua Niugini]] long taim bipo inap long yia 1914.,Kampani na gavman bilong Siamani i bin bosim noten hap bilong Papua Niugini long taim bipo inap long yia,Kampani na gavman bilong Siamani i bin bosim noten hap bilong Papua_Niugini long taim bipo inap long yia
Oli kolim dispela hap bilong Papua Niugini long dispela taim [[Siaman Niugini]].,Oli kolim dispela hap bilong Papua Niugini long dispela taim Siaman Niugini,Oli kolim dispela hap bilong Papua Niugini long dispela taim Siaman_Niugini
Siamani em i asples bilong [[Martin Luther]] na [[Albert Einstein]].,Siamani em i asples bilong Martin Luther na Albert Einstein,Siamani em i asples bilong Martin_Luther na Albert Einstein
[[Kapitol]] na bikpela taun bilong kantri emi [[Berlin]].,Kapitol na bikpela taun bilong kantri emi Berlin,Kapitol na bikpela taun bilong kantri emi Berlin
Plak bilong [[Nowe]] i mak olsem ofisel plak bilong kantri long 13 Julai 1821.,Plak bilong Nowe i mak olsem ofisel plak bilong kantri long Julai,Plak bilong Nowe i mak olsem ofisel plak bilong kantri long Julai
.sg em i Intanet kod bilong kantri [[Singapore]].,sg em i Intanet kod bilong kantri Singapore,sg em i Intanet kod bilong kantri Singapore
Popondetta em i [[kapitol]] na taun bikpela tumas bilong [[Oro]] provins long [[Papua Niugini]].,Popondetta em i kapitol na taun bikpela tumas bilong Oro provins long Papua Niugini,Popondetta em i kapitol na taun bikpela tumas bilong Oro provins long Papua Niugini
"Long [[1951]], Lamington mauntain i paia na bagarapim Popondetta.",Long Lamington mauntain i paia na bagarapim Popondetta,Long Lamington mauntain i paia na bagarapim Popondetta
"Tok Hawai (Tok Hawai: ""ʻōlelo Hawaiʻi"", ) em i wanpela tokples bilong stet Hawai long [[Ol Yunaitet Stet]].",Tok Hawai Tok Hawai ʻōlelo Hawaiʻi em i wanpela tokples bilong stet Hawai long Ol Yunaitet Stet,Tok Hawai Tok Hawai ʻōlelo Hawaiʻi em i wanpela tokples bilong stet Hawai long Ol_Yunaitet_Stet
Tok Hawai em i ofisel tokples bilong stet Hawai.,Tok Hawai em i ofisel tokples bilong stet Hawai,Tok Hawai em i ofisel tokples bilong stet Hawai
Alfabet bilong Tok [[Hawai]].,Alfabet bilong Tok Hawai,Alfabet bilong Tok Hawai
Em i gat 13 leta long alfabet bilong [[tok]] [[Hawai]].,Em i gat leta long alfabet bilong tok Hawai,Em i gat leta long alfabet bilong tok Hawai
.th em i Intanet kod bilong kantri Thailand.,th em i Intanet kod bilong kantri Thailand,th em i Intanet kod bilong kantri Thailand
Jun i [[mun]] namba faiv bilong [[yia]] long Kalenda Pop Gregori.,Jun i mun namba faiv bilong yia long Kalenda Pop Gregori,Jun i mun namba faiv bilong yia long Kalenda Pop Gregori
Dispela mun i gat 30 [[de]].,Dispela mun i gat de,Dispela mun i gat de
"Nem ""Jun"" i kam long Juno.",Nem Jun i kam long Juno,Nem Jun i kam long Juno
"Long lotu bilong ol Roma, Jun i bin masalai meri.",Long lotu bilong ol Roma Jun i bin masalai meri,Long lotu bilong ol Roma Jun i bin masalai meri
"Ol Roma ol i bin tingting olsem, em i kwin, o king meri, bilong narapela masalai.",Ol Roma ol i bin tingting olsem em i kwin o king meri bilong narapela masalai,Ol Roma ol i bin tingting olsem em i kwin o king meri bilong narapela masalai
"Em i meri bilong ""Jupita"", i king bilong olgeta masalai.",Em i meri bilong Jupita i king bilong olgeta masalai,Em i meri bilong Jupita i king bilong olgeta masalai
"Long tok Inglis: ""June"".",Long tok Inglis June,Long tok Inglis June
Flóra Kádár (1928-2003) i bin actress bilong [[Hangari]].,Flóra Kádár i bin actress bilong Hangari,Flóra Kádár i bin actress bilong Hangari
"Mama i karim August 4, 1928 long [[Budapest]], em i dai pinis long January 3, 2003.",Mama i karim August long Budapest em i dai pinis long January,Mama i karim August long Budapest em i dai pinis long January
مصر.,مصر,مصر
em i Intanet kod bilong kantri [[Ijip]].,em i Intanet kod bilong kantri Ijip,em i Intanet kod bilong kantri Ijip
.hn em i Intanet kod bilong kantri Honduras.,hn em i Intanet kod bilong kantri Honduras,hn em i Intanet kod bilong kantri Honduras
"Pet stap wanpela biktaun bilong [[Wes Ostrelia]], [[Ostrelia]].",Pet stap wanpela biktaun bilong Wes Ostrelia Ostrelia,Pet stap wanpela biktaun bilong Wes_Ostrelia Ostrelia
.tc em i Intanet kod bilong kantri Ol Tek na Keko Ailan.,tc em i Intanet kod bilong kantri Ol Tek na Keko Ailan,tc em i Intanet kod bilong kantri Ol Tek na Keko Ailan
Virus em i liklik samting yumi no nap lukim.,Virus em i liklik samting yumi no nap lukim,Virus em i liklik samting yumi no nap lukim
Ol i wokim disis na ol nap kilim i dai.,Ol i wokim disis na ol nap kilim i dai,Ol i wokim disis na ol nap kilim i dai
The Rolling Stones i paspas bilong [[Bikpela Briten]].,The Rolling Stones i paspas bilong Bikpela Briten,The Rolling Stones i paspas bilong Bikpela_Briten
.cg em i Intanet kod bilong kantri Republic of the Congo.,cg em i Intanet kod bilong kantri Republic of the Congo,cg em i Intanet kod bilong kantri Republic of the Congo
Brasil em i wanpela [[kantri]] long [[Saut Amerika]].,Brasil em i wanpela kantri long Saut Amerika,Brasil em i wanpela kantri long Saut Amerika
[[Kapitol]] long emi Brasilia.,Kapitol long emi Brasilia,Kapitol long emi Brasilia
"Brasil em i gat 207,350,000 manmeri (2017).",Brasil em i gat manmeri,Brasil em i gat manmeri
Wanpela famili bilong tokples emi wanpela grup bilong ol tokples.,Wanpela famili bilong tokples emi wanpela grup bilong ol tokples,Wanpela famili bilong tokples emi wanpela grup bilong ol tokples
Olgeta tokples insait long wanpela famili igat wanpela tumbuna tokples tasol long taim bifo.,Olgeta tokples insait long wanpela famili igat wanpela tumbuna tokples tasol long taim bifo,Olgeta tokples insait long wanpela famili igat wanpela tumbuna tokples tasol long taim bifo
Igat planti famili bilong tokples long wol.,Igat planti famili bilong tokples long wol,Igat planti famili bilong tokples long wol
Igat tok long wanem famili tru istap na wanem tokples istap insait long wanem famili.,Igat tok long wanem famili tru istap na wanem tokples istap insait long wanem famili,Igat tok long wanem famili tru istap na wanem tokples istap insait long wanem famili
"Sampela bigpela famili bilong tokples: Sampela tokples ol i nogat famili bilong ol, olsem Tok Bask, [[Tokples Siapan]], na Tokples Korea.",Sampela bigpela famili bilong tokples Sampela tokples ol i nogat famili bilong ol olsem Tok Bask Tokples Siapan na Tokples Korea,Sampela bigpela famili bilong tokples Sampela tokples ol i nogat famili bilong ol olsem Tok Bask Tokples_Siapan na Tokples Korea
Riga i [[kapitol]] bilong [[Latvia]].,Riga i kapitol bilong Latvia,Riga i kapitol bilong Latvia
"Plak bilong [[Samoa]] i mak olsem ofisel plak bilong kantri long Februeri 24, [[1949]].",Plak bilong Samoa i mak olsem ofisel plak bilong kantri long Februeri,Plak bilong Samoa i mak olsem ofisel plak bilong kantri long Februeri
"Sek Ripablik, o Jek Ripablik (""Sekia"" o ""Jekia""; , ""Czechia""; , ""Česko"") em i wanpela kantri long [[Yurop]].",Sek Ripablik o Jek Ripablik Sekia o Jekia Czechia Česko em i wanpela kantri long Yurop,Sek Ripablik o Jek Ripablik Sekia o Jekia Czechia Česko em i wanpela kantri long Yurop
"Kantri we i klostu long em i [[Siamani]], [[Polan]], [[Ostria]], na [[Slovakia]].",Kantri we i klostu long em i Siamani Polan Ostria na Slovakia,Kantri we i klostu long em i Siamani Polan Ostria na Slovakia
Kapitol bilong Sek Ripablik i Prague.,Kapitol bilong Sek Ripablik i Prague,Kapitol bilong Sek Ripablik i Prague
Prague i bikpela taun tumas bilong Sek Ripablik tu.,Prague i bikpela taun tumas bilong Sek Ripablik tu,Prague i bikpela taun tumas bilong Sek Ripablik tu
Tokples ofisel bilong Sek Ripablik i Tok Sek.,Tokples ofisel bilong Sek Ripablik i Tok Sek,Tokples ofisel bilong Sek Ripablik i Tok Sek
Belarus em i wanpela kantri bilong isten [[Yurop]].,Belarus em i wanpela kantri bilong isten Yurop,Belarus em i wanpela kantri bilong isten Yurop
Kapitol na siti bikpela tumas bilong em i Minsk.,Kapitol na siti bikpela tumas bilong em i Minsk,Kapitol na siti bikpela tumas bilong em i Minsk
Tok Nowe emi wanpela tokples bilong kantri [[Nowe]].,Tok Nowe emi wanpela tokples bilong kantri Nowe,Tok Nowe emi wanpela tokples bilong kantri Nowe
.ua em i Intanet kod bilong kantri [[Yukren]].,ua em i Intanet kod bilong kantri Yukren,ua em i Intanet kod bilong kantri Yukren
.ge em i Intanet kod bilong kantri Georgia.,ge em i Intanet kod bilong kantri Georgia,ge em i Intanet kod bilong kantri Georgia
Binumarien em i wanpela tok ples bilong [[Papua Niugini]].,Binumarien em i wanpela tok ples bilong Papua Niugini,Binumarien em i wanpela tok ples bilong Papua_Niugini
"Ol lain husat i save tokim Binumarien yet i save kolim dispela tok ples ""Afaqinna ufa"".",Ol lain husat i save tokim Binumarien yet i save kolim dispela tok ples Afaqinna ufa,Ol lain husat i save tokim Binumarien yet i save kolim dispela tok ples Afaqinna ufa
"Ol Binumarien lain i stap 1200 nabaut, na ol i stap long Kainantu Distrik long Eastern Highlands Province.",Ol Binumarien lain i stap nabaut na ol i stap long Kainantu Distrik long Eastern Highlands Province,Ol Binumarien lain i stap nabaut na ol i stap long Kainantu Distrik long Eastern Highlands Province
"Long memori bilong ol lapun, bifo, ol Binumarien lain i bin planti.",Long memori bilong ol lapun bifo ol Binumarien lain i bin planti,Long memori bilong ol lapun bifo ol Binumarien lain i bin planti
Tasol namba bilong en i bin i go daun as olsem planti i [[dai]] bilong fait na sik malaria.,Tasol namba bilong en i bin i go daun as olsem planti i dai bilong fait na sik malaria,Tasol namba bilong en i bin i go daun as olsem planti i dai bilong fait na sik malaria
"Long 1973, i bin i gat ol 117 Binumarien manmeri tasol, pikinini wantaim.",Long i bin i gat ol Binumarien manmeri tasol pikinini wantaim,Long i bin i gat ol Binumarien manmeri tasol pikinini wantaim
Nau ol Binumarien i stap isi isi wantaim ol narapela hauslain na ol i stap long wanpela ples antap we ol i no save kisim sik bilong malaria tumas long en.,Nau ol Binumarien i stap isi isi wantaim ol narapela hauslain na ol i stap long wanpela ples antap we ol i no save kisim sik bilong malaria tumas long en,Nau ol Binumarien i stap isi isi wantaim ol narapela hauslain na ol i stap long wanpela ples antap we ol i no save kisim sik bilong malaria tumas long en
.an em i Intanet kod bilong kantri Ol Nitelan Antil.,an em i Intanet kod bilong kantri Ol Nitelan Antil,an em i Intanet kod bilong kantri Ol Nitelan Antil
"Kens stap wanpela biktaun bilong [[Kwinslan]], [[Ostrelia]].",Kens stap wanpela biktaun bilong Kwinslan Ostrelia,Kens stap wanpela biktaun bilong Kwinslan Ostrelia
Wabag em i [[kapitol]] na taun bikpela tumas bilong [[Enga]] provins na [[Wabag Central]] district.,Wabag em i kapitol na taun bikpela tumas bilong Enga provins na Wabag Central district,Wabag em i kapitol na taun bikpela tumas bilong Enga provins na Wabag Central district
Corbin Bleu Reivers em i man bilong song.,Corbin Bleu Reivers em i man bilong song,Corbin Bleu Reivers em i man bilong song
"Mama i karim em long [[Februeri]] 21, yia [[1989]] long Brooklyn, [[Niu Yok Siti]], Niu Yok, USA.",Mama i karim em long Februeri yia long Brooklyn Niu Yok Siti Niu Yok USA,Mama i karim em long Februeri yia long Brooklyn Niu Yok Siti Niu Yok USA
Danidin i wanpela siti long [[Saut Ailan]] bilong [[Niu Silan]].,Danidin i wanpela siti long Saut Ailan bilong Niu Silan,Danidin i wanpela siti long Saut_Ailan bilong Niu Silan
"Em i siti bilong 120,000 manmeri.",Em i siti bilong manmeri,Em i siti bilong manmeri
Yunivesiti bilong Otago stap long hap.,Yunivesiti bilong Otago stap long hap,Yunivesiti bilong Otago stap long hap
.py em i Intanet kod bilong kantri Paraguay.,py em i Intanet kod bilong kantri Paraguay,py em i Intanet kod bilong kantri Paraguay
"Edirne (Tok Teki: Edirne; [[Tok Gris]]: Αδριανούπολη, ""Adrianoúpoli""; [[Tok Balgeria]]: Одрин, ""Odrin""; [[Tok Latin]]: ""Hadrianopolis""), em i stap long siti bilong kantri, [[Teki]].",Edirne Tok Teki Edirne Tok Gris Αδριανούπολη Adrianoúpoli Tok Balgeria Одрин Odrin Tok Latin Hadrianopolis em i stap long siti bilong kantri Teki,Edirne Tok Teki Edirne Tok_Gris Αδριανούπολη Adrianoúpoli Tok Balgeria Одрин Odrin Tok Latin Hadrianopolis em i stap long siti bilong kantri Teki
[[Saut Amerika]] Saut Amerika em i wanpela hap bilong [[kontinen]] [[Amerika]].,Saut Amerika Saut Amerika em i wanpela hap bilong kontinen Amerika,Saut_Amerika Saut Amerika em i wanpela hap bilong kontinen Amerika
