text,text_clean,text_ents
Populaesen blong [[Tafea]].,Populaesen blong Tafea,Populaesen blong Tafea
"Populaesen blong provens ia i stap araon 32,549.",Populaesen blong provens ia i stap araon,Populaesen blong provens ia i stap araon
"Justice, hem i miusik grup blong [[Franis]].",Justice hem i miusik grup blong Franis,Justice hem i miusik grup blong Franis
Naejiria i kaontri long [[Afrika]].,Naejiria i kaontri long Afrika,Naejiria i kaontri long Afrika
Water kris o wotagaras hemi wan gudfala live mo ol man vanuatu oli laikem blong kakai.,Water kris o wotagaras hemi wan gudfala live mo ol man vanuatu oli laikem blong kakai,Water kris o wotagaras hemi wan gudfala live mo ol man vanuatu oli laikem blong kakai
"Hemi wan vestable wei koro long riva o wota, yu save kukum mo kakae wetem ol ilan kaekae blong yu.",Hemi wan vestable wei koro long riva o wota yu save kukum mo kakae wetem ol ilan kaekae blong yu,Hemi wan vestable wei koro long riva o wota yu save kukum mo kakae wetem ol ilan kaekae blong yu
"Sayaka Kanda (bon long 1 Oktoba 1986 long Tokyo – bin ded long 18 Desemba 2021 long Sapporo), em i bin wan akta blong [[Japan]].",Sayaka Kanda bon long Oktoba long Tokyo bin ded long Desemba long Sapporo em i bin wan akta blong Japan,Sayaka Kanda bon long Oktoba long Tokyo bin ded long Desemba long Sapporo em i bin wan akta blong Japan
"Mizuki Fukumura (bon long yia 1996), em i woman blong singsing blong [[Japan]].",Mizuki Fukumura bon long yia em i woman blong singsing blong Japan,Mizuki Fukumura bon long yia em i woman blong singsing blong Japan
Kristaniti i rilijin long baot God mo Jisas Kraes.,Kristaniti i rilijin long baot God mo Jisas Kraes,Kristaniti i rilijin long baot God mo Jisas Kraes
"Em i gat wan holibuk, [[Baebol]].",Em i gat wan holibuk Baebol,Em i gat wan holibuk Baebol
Plante pipol blong Kristaniti; sam pipol i Katholik mo sam Protestant.,Plante pipol blong Kristaniti sam pipol i Katholik mo sam Protestant,Plante pipol blong Kristaniti sam pipol i Katholik mo sam Protestant
"Nara sam pipol Orthodox, Anglikan, Asirian, mo plante nara kristan.",Nara sam pipol Orthodox Anglikan Asirian mo plante nara kristan,Nara sam pipol Orthodox Anglikan Asirian mo plante nara kristan
"Niusilan, Niu Zilan, i [[kaontri]] long [[Pasifik]] we olgeta save tok tok long English mo Maori.",Niusilan Niu Zilan i kaontri long Pasifik we olgeta save tok tok long English mo Maori,Niusilan Niu Zilan i kaontri long Pasifik we olgeta save tok tok long English mo Maori
Kapitol blong hem i Wellington.,Kapitol blong hem i Wellington,Kapitol blong hem i Wellington
Praem minister blong Niu Zilan hemi Jacinda Ardern.,Praem minister blong Niu Zilan hemi Jacinda Ardern,Praem minister blong Niu Zilan hemi Jacinda Ardern
Kween blong Niu Zilan hemi [[Elisabet II]].,Kween blong Niu Zilan hemi Elisabet II,Kween blong Niu Zilan hemi Elisabet_II
Busan Stesen i relwei stesen long [[Busan]].,Busan Stesen i relwei stesen long Busan,Busan Stesen i relwei stesen long Busan
"Stesen ia i resevem Gyeongbu laen, KTX.",Stesen ia i resevem Gyeongbu laen KTX,Stesen ia i resevem Gyeongbu laen KTX
Elvis Aaron Presley (8 Januwari 1935 − 16 Ogis 1977) em i bin wan man blong singsing mo akta blong [[Amerika]].,Elvis Aaron Presley Januwari − Ogis em i bin wan man blong singsing mo akta blong Amerika,Elvis Aaron Presley Januwari − Ogis em i bin wan man blong singsing mo akta blong Amerika
Meechai Ruchuphan (boen 1938) i politikis blong Thailand.,Meechai Ruchuphan boen i politikis blong Thailand,Meechai Ruchuphan boen i politikis blong Thailand
Minami Minegishi (bon long 15 Novemba 1992 long Itabashi long Tokyo Metropolis) em i woman blong singsing blong [[Japan]].,Minami Minegishi bon long Novemba long Itabashi long Tokyo Metropolis em i woman blong singsing blong Japan,Minami Minegishi bon long Novemba long Itabashi long Tokyo Metropolis em i woman blong singsing blong Japan
Riko Fukumoto (boen 25 Novemba 2000) i akta blong [[Japan]].,Riko Fukumoto boen Novemba i akta blong Japan,Riko Fukumoto boen Novemba i akta blong Japan
Antonio Vivaldi (4 Maj 1678 long Venice - 28 Julae 1741 long [[Vienna]]) emi bin wan man blong miusik blong [[Itali]].,Antonio Vivaldi Maj long Venice Julae long Vienna emi bin wan man blong miusik blong Itali,Antonio Vivaldi Maj long Venice Julae long Vienna emi bin wan man blong miusik blong Itali
Jirō Hatoyama (boen 1979) i politikis blong [[Japan]].,Jirō Hatoyama boen i politikis blong Japan,Jirō Hatoyama boen i politikis blong Japan
David Cameron (boen 1966) i Praem Minista blong Unaeted Kingdom.,David Cameron boen i Praem Minista blong Unaeted Kingdom,David Cameron boen i Praem Minista blong Unaeted Kingdom
Dawee Chullasapya (1914 - 1997) i politikis blong Thailand.,Dawee Chullasapya i politikis blong Thailand,Dawee Chullasapya i politikis blong Thailand
"Josef Smit (Sharon, [[Vermont]], 1805-Carthage, [[Illinois]], 1844) i bin laef long Yunaeted Stet, we hem i wan kantri ia nomo we i bin stap gat fridom blong relijin long taem ia.",Josef Smit Sharon Vermont Carthage Illinois i bin laef long Yunaeted Stet we hem i wan kantri ia nomo we i bin stap gat fridom blong relijin long taem ia,Josef Smit Sharon Vermont Carthage Illinois i bin laef long Yunaeted Stet we hem i wan kantri ia nomo we i bin stap gat fridom blong relijin long taem ia
Hem i bin wan taem we relijin i impoten tumas long Is pat blong [[Yunaeted Stet]].,Hem i bin wan taem we relijin i impoten tumas long Is pat blong Yunaeted Stet,Hem i bin wan taem we relijin i impoten tumas long Is pat blong Yunaeted_Stet
Ol famle memba blong hem [[oli]] bin stap insaed long relijin mo [[oli]] bin stap lukaotem trutok oltaem.,Ol famle memba blong hem oli bin stap insaed long relijin mo oli bin stap lukaotem trutok oltaem,Ol famle memba blong hem oli bin stap insaed long relijin mo oli bin stap lukaotem trutok oltaem
[[Be]] plante minista oli bin klemem se oli bin gat tru gospel.,Be plante minista oli bin klemem se oli bin gat tru gospel,Be plante minista oli bin klemem se oli bin gat tru gospel
Josef i bin wantem blong save wijwan long ol grup blong relijin ia i stret (Joseph Smith—History 1:18).,Josef i bin wantem blong save wijwan long ol grup blong relijin ia i stret Joseph Smith—History,Josef i bin wantem blong save wijwan long ol grup blong relijin ia i stret Joseph Smith—History
"Baebol i bin tijim se i gat “wan Masta nomo, wan tok nomo blong bilif long hem, mo wan baptaes nomo” ([[Efesas]] 4:5).",Baebol i bin tijim se i gat “ wan Masta nomo wan tok nomo blong bilif long hem mo wan baptaes nomo ” Efesas,Baebol i bin tijim se i gat “ wan Masta nomo wan tok nomo blong bilif long hem mo wan baptaes nomo ” Efesas
"Josef i bin go long ol defren jos, be tingting blong hem i bin stap fasfas yet we wijwan jos hem i mas joenem.",Josef i bin go long ol defren jos be tingting blong hem i bin stap fasfas yet we wijwan jos hem i mas joenem,Josef i bin go long ol defren jos be tingting blong hem i bin stap fasfas yet we wijwan jos hem i mas joenem
Robertlandy Simón Aties (boen 11 Jun 1987) em i volibol pleya blong Cuba.,Robertlandy Simón Aties boen Jun em i volibol pleya blong Cuba,Robertlandy Simón Aties boen Jun em i volibol pleya blong Cuba
William Shatner (boen 22 Maj 1931) em i akta blong [[Kanada]].,William Shatner boen Maj em i akta blong Kanada,William Shatner boen Maj em i akta blong Kanada
Walarano.,Walarano,Walarano
Wanfela ples wea hemi stap long not is Malekula,Wanfela ples wea hemi stap long not is Malekula,Wanfela ples wea hemi stap long not is Malekula
"Louisiana (English: ""State of Louisiana"", French: ""État de Louisiane"", Creole: ""Léta de la Lwizyàn"") i wan stet blong Yunaeted Stet.",Louisiana English State of Louisiana French État de Louisiane Creole Léta de la Lwizyàn i wan stet blong Yunaeted Stet,Louisiana English State of Louisiana French État de Louisiane Creole Léta de la Lwizyàn i wan stet blong Yunaeted Stet
Kapital blong hem i Baton Rouge.,Kapital blong hem i Baton Rouge,Kapital blong hem i Baton Rouge
"Long Julae 2008, populaesen blong [[Louisiana]] i stap araon 4,410,796.",Long Julae populaesen blong Louisiana i stap araon,Long Julae populaesen blong Louisiana i stap araon
Fernand Joseph Désiré Contandin (1903 - 1971) i akta blong [[Franis]].,Fernand Joseph Désiré Contandin i akta blong Franis,Fernand Joseph Désiré Contandin i akta blong Franis
Maki Goto (boen 1985) em i woman blong singsing blong [[Japan]].,Maki Goto boen em i woman blong singsing blong Japan,Maki Goto boen em i woman blong singsing blong Japan
Niu York em i wan siti blong Niu York Stet blong [[Yunaeted Stet blong Amerika]].,Niu York em i wan siti blong Niu York Stet blong Yunaeted Stet blong Amerika,Niu York em i wan siti blong Niu York Stet blong Yunaeted_Stet_blong_Amerika
"Galik / Lae (""Allium sativum"")",Galik Lae Allium sativum,Galik Lae Allium sativum
Incheon i bigtaon blong [[Saot Koria]].,Incheon i bigtaon blong Saot Koria,Incheon i bigtaon blong Saot_Koria
"Eria blong Incheon i 1032 km², populaesen blong Incheon i stap araon 2,870,596.",Eria blong Incheon i km² populaesen blong Incheon i stap araon,Eria blong Incheon i km² populaesen blong Incheon i stap araon
Thomas DeCarlo Callaway (boen 30 Mei 1975) i singa mo akta blong [[Yunaeted Stet blong Amerika]].,Thomas DeCarlo Callaway boen Mei i singa mo akta blong Yunaeted Stet blong Amerika,Thomas DeCarlo Callaway boen Mei i singa mo akta blong Yunaeted_Stet_blong_Amerika
Alain Fabien Maurice Marcel Delon (boen 1935) i akta blong [[Franis]].,Alain Fabien Maurice Marcel Delon boen i akta blong Franis,Alain Fabien Maurice Marcel Delon boen i akta blong Franis
nem blong banyan long bislama hemi nabanka hem i wan bigfala wud.mo ikat ol long rus we oli stap hang long stampa blong hem.,nem blong banyan long bislama hemi nabanka hem i wan bigfala wudmo ikat ol long rus we oli stap hang long stampa blong hem,nem blong banyan long bislama hemi nabanka hem i wan bigfala wudmo ikat ol long rus we oli stap hang long stampa blong hem
Hemi wan bigfala wud we ol man [[oli]] ko visitim taem [[oli]] ko long tanna.,Hemi wan bigfala wud we ol man oli ko visitim taem oli ko long tanna,Hemi wan bigfala wud we ol man oli ko visitim taem oli ko long tanna
Sang Phatanothai (1914 - 1986) i politikis blong Thailand.,Sang Phatanothai i politikis blong Thailand,Sang Phatanothai i politikis blong Thailand
Kim Jong-hyun (1990 - 2017) em i wan man blong singsing blong [[Saot Koria]].,Kim Jonghyun em i wan man blong singsing blong Saot Koria,Kim Jonghyun em i wan man blong singsing blong Saot_Koria
Apol hem i wan gudfala juic blo evri man oli likem tumas blo kakae.,Apol hem i wan gudfala juic blo evri man oli likem tumas blo kakae,Apol hem i wan gudfala juic blo evri man oli likem tumas blo kakae
Thaworn Senniam (boen 1947) i politikis blong Thailand.,Thaworn Senniam boen i politikis blong Thailand,Thaworn Senniam boen i politikis blong Thailand
Torba i provens blong [[Vanuatu]].,Torba i provens blong Vanuatu,Torba i provens blong Vanuatu
Capital blong Torba i [[Sola]].,Capital blong Torba i Sola,Capital blong Torba i Sola
Nem blong Torba kam long tufala nem: Torres mo Banks.,Nem blong Torba kam long tufala nem Torres mo Banks,Nem blong Torba kam long tufala nem Torres mo Banks
Populaesen blong Torba.,Populaesen blong Torba,Populaesen blong Torba
"Alfred Matthew ""Weird Al"" Yankovic (bon 23 Oktoba 1959), em i man blong singsing mo man blong fani blong [[Yunaeted Stet blong Amerika]].",Alfred Matthew Weird Al Yankovic bon Oktoba em i man blong singsing mo man blong fani blong Yunaeted Stet blong Amerika,Alfred Matthew Weird Al Yankovic bon Oktoba em i man blong singsing mo man blong fani blong Yunaeted_Stet_blong_Amerika
Israel i kaontri long [[Esia]].,Israel i kaontri long Esia,Israel i kaontri long Esia
Clark Gable (1 Feb 1901 – 16 Novemba 1960) em i akta blong [[Yunaeted Stet blong Amerika]].,Clark Gable Feb Novemba em i akta blong Yunaeted Stet blong Amerika,Clark Gable Feb Novemba em i akta blong Yunaeted_Stet_blong_Amerika
Uganda i kaontri long [[Afrika]].,Uganda i kaontri long Afrika,Uganda i kaontri long Afrika
Tomokazu Miura (boen 28 Januware 1952) i akta blong [[Japan]].,Tomokazu Miura boen Januware i akta blong Japan,Tomokazu Miura boen Januware i akta blong Japan
Yui Yatyer (boen 1978) em i woman blong singsing blong Thailand.,Yui Yatyer boen em i woman blong singsing blong Thailand,Yui Yatyer boen em i woman blong singsing blong Thailand
"Seven, [[namba]] 7.",Seven namba,Seven namba
Emmanuel Jean-Michel Frédéric Macron (bon 21 Desemba 1977) em i hed blong stet blong [[Franis]].,Emmanuel JeanMichel Frédéric Macron bon Desemba em i hed blong stet blong Franis,Emmanuel JeanMichel Frédéric Macron bon Desemba em i hed blong stet blong Franis
Giotto da Bondone (1267 – 8 Januar 1338) em i bin wan man blong [[arkitekisa]] blong [[Itali]].,Giotto da Bondone Januar em i bin wan man blong arkitekisa blong Itali,Giotto da Bondone Januar em i bin wan man blong arkitekisa blong Itali
Namambe hemi wan kakae.,Namambe hemi wan kakae,Namambe hemi wan kakae
"Hemi wan tri we emi hang long antap long branj mo tu i stap foldaon taem we i redi, mo tu yu save karem taem i hang i stap antap.",Hemi wan tri we emi hang long antap long branj mo tu i stap foldaon taem we i redi mo tu yu save karem taem i hang i stap antap,Hemi wan tri we emi hang long antap long branj mo tu i stap foldaon taem we i redi mo tu yu save karem taem i hang i stap antap
"Toktok blo ol saentis oli talem se nem ia hemi """".",Toktok blo ol saentis oli talem se nem ia hemi,Toktok blo ol saentis oli talem se nem ia hemi
Francesc Cambó i Battle i minista blong Spain.,Francesc Cambó i Battle i minista blong Spain,Francesc Cambó i Battle i minista blong Spain
"Pati blong hem i ""Lliga Regionalista"".",Pati blong hem i Lliga Regionalista,Pati blong hem i Lliga Regionalista
"I bin bon long 2 septemba 1876, Verges, Catalonia, Spain.",I bin bon long septemba Verges Catalonia Spain,I bin bon long septemba Verges Catalonia Spain
"Hem i bin ded long 30 April 1947, Buenos Aires, Argentina.",Hem i bin ded long April Buenos Aires Argentina,Hem i bin ded long April Buenos Aires Argentina
Texas i wan stet blong Yunaeted Stet.,Texas i wan stet blong Yunaeted Stet,Texas i wan stet blong Yunaeted Stet
Kapital blong hem i Austin.,Kapital blong hem i Austin,Kapital blong hem i Austin
"Long Julae 2009, populaesen blong [[Virginia]] i stap araon 24,782,302.",Long Julae populaesen blong Virginia i stap araon,Long Julae populaesen blong Virginia i stap araon
"Maurizio Micheli, (3 Februari 1947 long Livorno) i akta, man blong mekem muvi, blong [[Itali]].",Maurizio Micheli Februari long Livorno i akta man blong mekem muvi blong Itali,Maurizio Micheli Februari long Livorno i akta man blong mekem muvi blong Itali
Daejeon i bigtaon blong [[Saot Koria]].,Daejeon i bigtaon blong Saot Koria,Daejeon i bigtaon blong Saot_Koria
"Eria blong Daejeon i 539.86 km², populaesen blong Daejeon i stap araon 1,538,100.",Eria blong Daejeon i km² populaesen blong Daejeon i stap araon,Eria blong Daejeon i km² populaesen blong Daejeon i stap araon
Providence hem i kapital blong [[Rhode Island]].,Providence hem i kapital blong Rhode Island,Providence hem i kapital blong Rhode_Island
"Long July 2010, populaesen blong Providence i stap araon 178,042.",Long July populaesen blong Providence i stap araon,Long July populaesen blong Providence i stap araon
"Gupo Stesen i relwei stesen long Gyeongbu laen, stap long [[Busan]].",Gupo Stesen i relwei stesen long Gyeongbu laen stap long Busan,Gupo Stesen i relwei stesen long Gyeongbu laen stap long Busan
Annapolis hem i kapital blong [[Maryland]].,Annapolis hem i kapital blong Maryland,Annapolis hem i kapital blong Maryland
"Long July 2016, populaesen blong Annapolis i stap araon 39,418.",Long July populaesen blong Annapolis i stap araon,Long July populaesen blong Annapolis i stap araon
Sen Kit mo Nevis hem i wan kaontri long Karibin Si.,Sen Kit mo Nevis hem i wan kaontri long Karibin Si,Sen Kit mo Nevis hem i wan kaontri long Karibin Si
"Alla Borisovna Pugacheva (bon long 15 Epril 1949 long [[Moskow]]), em i woman blong singsing mo raeta blong miusik blong Rusia.",Alla Borisovna Pugacheva bon long Epril long Moskow em i woman blong singsing mo raeta blong miusik blong Rusia,Alla Borisovna Pugacheva bon long Epril long Moskow em i woman blong singsing mo raeta blong miusik blong Rusia
Montehermoso i stap smol taon blong Spain.,Montehermoso i stap smol taon blong Spain,Montehermoso i stap smol taon blong Spain
"Sato Kilman (30 disemba 1957, Malekula) hemi elekted long 2009 olsem Lida blong Opposisen blong [[Vanuatu]] afta ol grup blong Grin mo Namakiaute oli disaed blong ko sapotem hem akensem Maxime Carlot Korman we hemi fel blong jenisim kavman plente taem.",Sato Kilman disemba Malekula hemi elekted long olsem Lida blong Opposisen blong Vanuatu afta ol grup blong Grin mo Namakiaute oli disaed blong ko sapotem hem akensem Maxime Carlot Korman we hemi fel blong jenisim kavman plente taem,Sato Kilman disemba Malekula hemi elekted long olsem Lida blong Opposisen blong Vanuatu afta ol grup blong Grin mo Namakiaute oli disaed blong ko sapotem hem akensem Maxime Carlot Korman we hemi fel blong jenisim kavman plente taem
