text,text_preprocessed,LEN,label
"Litwania, o Lituania (toktok Litwania: ""Lietuva, Lietuvos Respublika"") i kaontri long [[Yurop]].",Litwania o Lituania i kaontri long Yurop,7,14
"I long [[Latvia]], Rusia, Poland, [[Belarus]].",I long Latvia Rusia Poland Belarus,6,18
Kapital blong hem i [[Vilnius]].,Kapital blong hem i Vilnius,5,4
"I long Ukraine, [[Moldova]], [[Bulgaria]], Serbia, Hungary.",I long Ukraine Moldova Bulgaria Serbia Hungary,7,18
Yuriko Shiratori (boen 29 Epril 1983) em i akta blong [[Japan]].,Yuriko Shiratori em i akta blong Japan,7,43
Takahiro Miura (boen 10 Novemba 1985) i akta blong [[Japan]].,Takahiro Miura i akta blong Japan,6,9
"- ""Հայաստան"", ""Hayastan"") i kaontri long [[Yurop]].",Հայաստան Hayastan i kaontri long Yurop,6,15
"Kapital blong hem i [[Jojia]], Azerbaijan, [[Iran]], Turkey.",Kapital blong hem i Jojia Azerbaijan Iran Turkey,8,20
"Long Julae 2015, populaesen blong [[Armenia]] i stap araon tri milien.",Long Julae populaesen blong Armenia i stap araon tri milien,10,41
James Monroe (1758 - 1831) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,James Monroe i hed blong stet blong Yunaeted_Stet_blong_Amerika,8,46
Nepal i kaontri long [[Esia]].,Nepal i kaontri long Esia,5,10
India ([[Hindi]]: भारत गणराज्य) i kaontri long [[Esia]].,India i kaontri long Esia,5,10
"Ol ofisel lanwis (toktok) blong hem i [[Hindi]], [[Inglis]], Urdu mo 21 moa lanwis.",Ol ofisel lanwis blong hem i Hindi Inglis Urdu mo moa lanwis,12,40
Yam hemi wan ol main [[island]] kaekae blo man vanuatu we usum pante evri dei.,Yam hemi wan ol main island kaekae blo man vanuatu we usum pante evri dei,15,24
"Michael Connor ""M. C."" Gainey (boen 18 Januware 1948) em i akta blong [[Yunaeted Stet blong Amerika]].",Michael Connor M C Gainey em i akta blong Yunaeted_Stet_blong_Amerika,10,34
Sayaka Akimoto (boen 1988) em i woman blong singsing blong [[Japan]].,Sayaka Akimoto em i woman blong singsing blong Japan,9,3
Benin em i wan kaontri long [[Afrika]].,Benin em i wan kaontri long Afrika,7,22
"- ""Қазақстан Республикасы"") i kaontri long [[Esia]].",Қазақстан Республикасы i kaontri long Esia,6,15
"I long Rusia, [[Jaena]], [[Kirgistan]], [[Asbekistan]], [[Tukmenistan]].",I long Rusia Jaena Kirgistan Asbekistan Tukmenistan,7,18
"Long Julae 2017, populaesen blong [[Kasakstan]] i stap araon 18.5 milien.",Long Julae populaesen blong Kasakstan i stap araon milien,9,41
Delmenhorst i stap smol taon blong [[Jemani]] blong west.,Delmenhorst i stap smol taon blong Jemani blong west,9,47
"- ""Slovensko"", ""Slovenská republika"") i kaontri long [[Yurop]].",Slovensko Slovenská republika i kaontri long Yurop,7,14
"I long Poland, Ukraine, Hungary, [[Ostria]], Czechia.",I long Poland Ukraine Hungary Ostria Czechia,7,18
"Long July 2016, populaesen blong [[Idaho]] i stap araon 1,683,140.",Long July populaesen blong Idaho i stap araon,8,41
[[Lo]] vanatu plate man vanuatu oil plantem kokonas blong salem mo pem [[schol]] blong pikini blo olgter lo hem.,Lo vanatu plate man vanuatu oil plantem kokonas blong salem mo pem schol blong pikini blo olgter lo hem,19,24
"Long July 2009, populaesen blong [[Missouri]] i stap araon 5,988,927.",Long July populaesen blong Missouri i stap araon,8,41
"Blumak (""Acanthurus lineatus""), hemi wan species blong [[fis]] blong genus blong ""Acanthurus"" long famli blong Acanthuridae.",Blumak hemi wan species blong fis blong genus blong Acanthurus long famli blong Acanthuridae,14,35
John Joseph Travolta (boen 18 Februari 1954) em i akta blong [[Yunaeted Stet blong Amerika]].,John Joseph Travolta em i akta blong Yunaeted_Stet_blong_Amerika,8,34
"Mary Louise ""Meryl"" Streep (boen 22 Jun 1949) em i akta blong [[Yunaeted Stet blong Amerika]].",Mary Louise Meryl Streep em i akta blong Yunaeted_Stet_blong_Amerika,9,34
Is Timor i kaontri long [[Esia]].,Is Timor i kaontri long Esia,6,30
Mikio Aoki (boen 8 Jun 1934) em i politikis blong [[Japan]].,Mikio Aoki em i politikis blong Japan,7,38
[[Twitter]] i intanet saet we givim toktok ples.,Twitter i intanet saet we givim toktok ples,8,25
"Olgeta talem mesej blong [[Twitter]] ""tweet"".",Olgeta talem mesej blong Twitter tweet,6,20
Chiaki Kuriyama (boen 10 Oktoba 1984) em i akta blong [[Japan]].,Chiaki Kuriyama em i akta blong Japan,7,43
Aiodin (Iodine) em i wan elemen blong [[kemistri]].,Aiodin em i wan elemen blong kemistri,7,1
"Bernard Courtois, wan man blong kemistri blong [[Franis]], faenem fastaem aiodin long yia 1811.",Bernard Courtois wan man blong kemistri blong Franis faenem fastaem aiodin long yia,13,28
Long [[medisin]] pipol save yusum aiodin blong faetem o stopem infeksen.,Long medisin pipol save yusum aiodin blong faetem o stopem infeksen,11,40
Malampa i provens blong [[Vanuatu]].,Malampa i provens blong Vanuatu,5,5
Hong Kong i Jaena taon hem wan city long [[Esia]].,Hong Kong i Jaena taon hem wan city long Esia,10,35
Leonard Norman Cohen (1934-2016) em i bin man blong singsing blong [[Kanada]].,Leonard Norman Cohen em i bin man blong singsing blong Kanada,11,37
"Richard Gerald ""Dick"" Purcell Jr. (bon long 6 Ogis 1908 long Greenwich, Connecticut — bin ded long 10 Epril 1944 long Hollywood), em i bin akta blong [[Yunaeted Stet blong Amerika]].",Richard Gerald Dick Purcell Jr em i bin akta blong Yunaeted_Stet_blong_Amerika,11,34
Glenn Close (boen 19 Maj 1947) em i akta blong [[Yunaeted Stet blong Amerika]].,Glenn Close em i akta blong Yunaeted_Stet_blong_Amerika,7,34
"Tambakboyo hem i taon long [[Is Java]], [[Indonesia]], hem i wan taon we kolosap 29,000 man oli stap long hem yia 2005.",Tambakboyo hem i taon long Is_Java Indonesia hem i wan taon we kolosap man oli stap long hem yia,19,35
"Mary Jane ""Mae"" West (17 Ogis 1893 – 22 Novemba 1980) i bin akta blong [[Yunaeted Stet blong Amerika]].",Mary Jane Mae West i bin akta blong Yunaeted_Stet_blong_Amerika,9,44
Kastom hemi kalja blong wanwan alean [[Vanuatu]].,Kastom hemi kalja blong wanwan alean Vanuatu,7,35
Jackson hem i kapital blong [[Mississippi]].,Jackson hem i kapital blong Mississippi,6,29
Bangkok hem i kapital blong [[Taelan]].,Bangkok hem i kapital blong Taelan,6,36
Yoshihiko Noda (boen 20 Mei 1957) i praem minista blong [[Japan]].,Yoshihiko Noda i praem minista blong Japan,7,42
Hem hem i wan kakae we i save helpem ol bikini we [[oli]] nogat tut blo [[oli]] kakae afta we [[oli]] leko titi blo mami blo olgeta.,Hem hem i wan kakae we i save helpem ol bikini we oli nogat tut blo oli kakae afta we oli leko titi blo mami blo olgeta,27,40
Kofi hem i wan plant mo [[wota]] blong kofi plant.,Kofi hem i wan plant mo wota blong kofi plant,10,50
Sayumi Michishige (boen 1989) em i singsing blong [[Japan]].,Sayumi Michishige em i singsing blong Japan,7,31
Abakus i wan spesel tul blong [[matematikis]].,Abakus i wan spesel tul blong matematikis,7,35
"Thomas Edward Patrick Brady Jr. (boen 3 Ogis 1977) em i pleya blong ""American Football"" blong [[Yunaeted Stet blong Amerika]].",Thomas Edward Patrick Brady Jr em i pleya blong American Football blong Yunaeted_Stet_blong_Amerika,13,7
"- ""Ἑλλάς"", ""Ελληνική Δημοκρατία"") i kaontri long [[Yurop]].",Ἑλλάς Ελληνική Δημοκρατία i kaontri long Yurop,7,15
"I long [[Albania]], [[Not Masedonia]], [[Bulgaria]], Turkey.",I long Albania Not Masedonia Bulgaria Turkey,7,18
Irwin Keyes (16 Maj 1952 – 8 Julae 2015) em i akta blong [[Yunaeted Stet blong Amerika]].,Irwin Keyes em i akta blong Yunaeted_Stet_blong_Amerika,7,34
Anna Yuryevna Netrebko (boen 1971) em i woman blong singsing blong Rusia mo [[Ostria]].,Anna Yuryevna Netrebko em i woman blong singsing blong Rusia mo Ostria,12,37
"Kapital blong hem i Luxembourg, I blong hem i Belgium, [[Jemani]], [[Franis]].",Kapital blong hem i Luxembourg I blong hem i Belgium Jemani Franis,12,40
"Kālidās (Devanāgarī: कालिदास), em i bin wan raeta (man blong litorasa) blong [[India]].",Kālidās em i bin wan raeta blong India,8,13
Masayoshi Ōhira (12 Maj 1910 – 12 Jun 1980) i praem minista blong [[Japan]].,Masayoshi Ōhira i praem minista blong Japan,7,42
Dziecinów i wan vilej long taon blong Grabów nad Pilicą long saotis blong [[Polan]].,Dziecinów i wan vilej long taon blong Grabów nad Pilicą long saotis blong Polan,14,11
George Walker Bush (boen 1946) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,George Walker Bush i hed blong stet blong Yunaeted_Stet_blong_Amerika,9,46
Toshirō Mifune (1 Epril 1920 – 24 Desemba 1997) i akta blong [[Japan]].,Toshirō Mifune i akta blong Japan,6,9
Yurop i wan [[Kontinen]].,Yurop i wan Kontinen,4,19
Sally Margaret Field (boen 6 Novemba 1946) i akta blong [[Yunaeted Stet blong Amerika]].,Sally Margaret Field i akta blong Yunaeted_Stet_blong_Amerika,7,44
Richard Milhous Nixon (9 Januware 1913 – 22 Epril 1994) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Richard Milhous Nixon i hed blong stet blong Yunaeted_Stet_blong_Amerika,9,46
Yemen i kaontri long [[Esia]].,Yemen i kaontri long Esia,5,10
Momomi Wagatsuma (boen 13 Septemba 2000) em i akta blong [[Japan]].,Momomi Wagatsuma em i akta blong Japan,7,43
Mayu Watanabe (boen 26 Maj 1994) em i woman blong singsing blong [[Japan]].,Mayu Watanabe em i woman blong singsing blong Japan,9,3
Pakistan i kaontri long [[Esia]].,Pakistan i kaontri long Esia,5,30
Somalia i kaontri long [[Afrika]].,Somalia i kaontri long Afrika,5,33
"Mariah Carey, em i wan woman blong singsing mo akta blong [[Amerika]].",Mariah Carey em i wan woman blong singsing mo akta blong Amerika,12,6
Millard Fillmore (1800 - 1874) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Millard Fillmore i hed blong stet blong Yunaeted_Stet_blong_Amerika,8,46
Antarktik i wan [[Kontinen]].,Antarktik i wan Kontinen,4,19
Chitchai Wannasathit (boen 1946) i man blong politik blong [[Taelan]].,Chitchai Wannasathit i man blong politik blong Taelan,8,50
Sergio Mattarella i hed blong stet (presidens) blong [[Itali]].,Sergio Mattarella i hed blong stet blong Itali,8,12
Luganville hem i kapital blong [[Sanma]].,Luganville hem i kapital blong Sanma,6,36
"Long July 2010, populaesen blong [[Pennsylvania]] i stap araon 3,831,074.",Long July populaesen blong Pennsylvania i stap araon,8,41
Jaena i kaontri long [[Esia]].,Jaena i kaontri long Esia,5,10
Kapitol blong hem i [[Beijing]].,Kapitol blong hem i Beijing,5,4
"Rasia (Toktok Rasia: ""Россия""), hem i wan bigfala [[kaontri]] long [[Yurop]] mo Not Esia we pipol save toktok Rasia.",Rasia hem i wan bigfala kaontri long Yurop mo Not Esia we pipol save toktok Rasia,16,14
Kapital blong Rasia i [[Moskow]].,Kapital blong Rasia i Moskow,5,4
"Narafala bigwan taon long kaontri ia hemi [[San-Peterburg]], Novosibirsk, Kazan, etc.",Narafala bigwan taon long kaontri ia hemi SanPeterburg Novosibirsk Kazan etc,11,40
"Johannes Brahms (Hamburg, 7 Maj 1833 – [[Vienna]], 3 Epril 1897) em i bin wan man blong miusik blong [[Jemani]].",Johannes Brahms em i bin wan man blong miusik blong Jemani,11,13
"Long July 2010, populaesen blong [[Not Carolina]] i stap araon 1,316,470.",Long July populaesen blong Not_Carolina i stap araon,8,41
Momoko Kaechi (boen 1 Jun 1992) em i akta blong [[Japan]].,Momoko Kaechi em i akta blong Japan,7,43
Indianapolis hem i kapital blong [[Indiana]].,Indianapolis hem i kapital blong Indiana,6,29
Togo i kaontri long [[Afrika]].,Togo i kaontri long Afrika,5,33
Yasujirō Ozu (12 Disemba 1903 – 12 Disemba 1963) em i muvi daerekta blong [[Japan]].,Yasujirō Ozu em i muvi daerekta blong Japan,8,17
Malesia i kaontri long [[Esia]].,Malesia i kaontri long Esia,5,10
"oli save makem hause wetem lif blo hem, mat blo staon, basket blo kakae [[.Blo]] ademup , coconut oli makem copra lo hem blo keanem moni.",oli save makem hause wetem lif blo hem mat blo staon basket blo kakae Blo ademup coconut oli makem copra lo hem blo keanem moni,25,40
Oklahoma City hem i kapital blong [[Oklahoma]].,Oklahoma City hem i kapital blong Oklahoma,7,29
Minami Takahashi (boen 1991) em i woman blong singsing blong [[Japan]].,Minami Takahashi em i woman blong singsing blong Japan,9,3
Liu Yifei (boen 1987) i akta blong [[Jaena]].,Liu Yifei i akta blong Jaena,6,45
"Kaede Kaga (bon long yia 1999), em i woman blong singsing blong [[Japan]].",Kaede Kaga em i woman blong singsing blong Japan,9,3
"Long July 2010, populaesen blong [[Rhode Island]] i stap araon 1,053,209.",Long July populaesen blong Rhode_Island i stap araon,8,41
Momoko Kuroki (boen 1988) i akta blong [[Japan]].,Momoko Kuroki i akta blong Japan,6,9
"Gwangju(Hangul: 광주광역시, Hanja: 光州廣域市) i bigtaon blong [[saot Koria]].",Gwangju i bigtaon blong saot_Koria,5,21
Chile i kaontri long [[Saot Amerika]] we olgeta save tok tok long Spanish.,Chile i kaontri long Saot_Amerika we olgeta save tok tok long Spanish,12,2
"Tru Jisas Jioj i indipenden jioj wes setemap i [[Beijing]], [[Jaena]] i 1917.",Tru Jisas Jioj i indipenden jioj wes setemap i Beijing Jaena i,12,25
Oli ten bilif blong tru [[Jisas]] jioj:,Oli ten bilif blong tru Jisas jioj,7,40
Davis Cleveland (boen 5 Februari 2002) em i akta blong [[Yunaeted Stet blong Amerika]].,Davis Cleveland em i akta blong Yunaeted_Stet_blong_Amerika,7,34
Jerry Lewis (21 Mart 1926 – 20 Ogis 2017) i akta blong [[Yunaeted Stet blong Amerika]].,Jerry Lewis i akta blong Yunaeted_Stet_blong_Amerika,6,44
Seulgi (boen 1994) em i woman blong singsing blong [[Saot Koria]].,Seulgi em i woman blong singsing blong Saot_Koria,8,37
Masaki Sato (boen 1999) em i woman blong singsing blong [[Japan]].,Masaki Sato em i woman blong singsing blong Japan,9,3
"Long July 2009, populaesen blong [[Wisconsin]] i stap araon 5,363,675.",Long July populaesen blong Wisconsin i stap araon,8,41
Vinh Long i stap smol taon blong [[Vietnam]].,Vinh Long i stap smol taon blong Vietnam,8,47
Barbara Stanwyck (16 Julae 1907 – 20 Januware 1990) em i akta blong [[Yunaeted Stet blong Amerika]].,Barbara Stanwyck em i akta blong Yunaeted_Stet_blong_Amerika,7,34
Harrisburg hem i kapital blong [[Pennsylvania]].,Harrisburg hem i kapital blong Pennsylvania,6,29
Tunisia i kaontri long [[Afrika]].,Tunisia i kaontri long Afrika,5,33
"Bartosz Kamil Kurek (boen 29 Ogis 1988 long Wałbrzych), em i volibol pleya blong [[Polan]].",Bartosz Kamil Kurek em i volibol pleya blong Polan,9,31
Jiometri i wan pat blong [[matematikis]].,Jiometri i wan pat blong matematikis,6,1
Panda hemi wanfala animol weh yumi nosaveh luk lo [[Vanuatu]].,Panda hemi wanfala animol weh yumi nosaveh luk lo Vanuatu,10,0
"Momoko Bitō (bon long yia 1975), em i woman blong singsing blong [[Japan]].",Momoko Bitō em i woman blong singsing blong Japan,9,3
Hem i bin transletem [[Baebol]] i kam long [[Inglis]].,Hem i bin transletem Baebol i kam long Inglis,9,8
"Long July 2009, populaesen blong [[Arizona]] i stap araon 6,931,071.",Long July populaesen blong Arizona i stap araon,8,41
Chisato Okai (boen 21 Jun 1994) i woman blong singsing blong [[Japan]].,Chisato Okai i woman blong singsing blong Japan,8,3
Tonga i kaontri long [[Pasifik]].,Tonga i kaontri long Pasifik,5,30
Eldred Gregory Peck (5 Epril 1916 – 12 Jun 2003) em i akta blong [[Yunaeted Stet blong Amerika]].,Eldred Gregory Peck em i akta blong Yunaeted_Stet_blong_Amerika,8,34
Bry-sur-Marne stap taon blong [[Franis]].,BrysurMarne stap taon blong Franis,5,47
Tok Pisin hemi wan toktok blong [[Papua Niugini]] we fulap pipol oli tok.,Tok Pisin hemi wan toktok blong Papua_Niugini we fulap pipol oli tok,12,24
Hemi wan frend blong [[Bislama]].,Hemi wan frend blong Bislama,5,13
"Joij hemi takem man kolasap long [[God]], jioj hemi tijim respek, love mo fulap gud toktok blo light.",Joij hemi takem man kolasap long God jioj hemi tijim respek love mo fulap gud toktok blo light,18,0
Kanna Arihara (boen 1993) em i woman blong singsing blong [[Japan]].,Kanna Arihara em i woman blong singsing blong Japan,9,3
[[Josef Smit]] i pablisim tufala stori abaot Fas Visen long taem we hem i bin laef yet.,Josef_Smit i pablisim tufala stori abaot Fas Visen long taem we hem i bin laef yet,16,40
"Ol defren stori abaot [[Fas]] Visen ia, oli tokbaot wan semfala stori nomo, be samfala ditel mo samting we [[oli]] tokbaot plante nao i defren smol long ol narawan.",Ol defren stori abaot Fas Visen ia oli tokbaot wan semfala stori nomo be samfala ditel mo samting we oli tokbaot plante nao i defren smol long ol narawan,29,40
"Ol man we [[oli]] stap raetem histri, oli save se taem wan man i stap talem bakegen mo bakegen wan eksperiens blong hem long ol defren ples, mo long ol defren pipol ova long plante yia, bae wanwan stori ia bae i tokbaot bigwan sam defren pat blong eksperiens ia, mo bae i gat ol spesel ditel we i no stap long sam narafala ples.",Ol man we oli stap raetem histri oli save se taem wan man i stap talem bakegen mo bakegen wan eksperiens blong hem long ol defren ples mo long ol defren pipol ova long plante yia bae wanwan stori ia bae i tokbaot bigwan sam defren pat blong eksperiens ia mo bae i gat ol spesel ditel we i no stap long sam narafala ples,65,28
"Ol samting olsem we oli defren long ol stori ia blong [[Fas]] Visen, oli stap long ol defren skripja stori blong visen blong [[Pol]] long rod i go long Damaskes, mo long eksperiens blong Ol Aposol antap long Hil ia we [[Jisas]] I Kam [[Niu]] I Kam Narafala.",Ol samting olsem we oli defren long ol stori ia blong Fas Visen oli stap long ol defren skripja stori blong visen blong Pol long rod i go long Damaskes mo long eksperiens blong Ol Aposol antap long Hil ia we Jisas I Kam Niu I Kam Narafala,48,28
"Be yet, i nomata ol samting ia we oli defren, wan semfala stori i stap long evriwan long ol stori ia abaot [[Fas]] Visen.",Be yet i nomata ol samting ia we oli defren wan semfala stori i stap long evriwan long ol stori ia abaot Fas Visen,24,35
"[[Sam]] oli mekem mistek mo oli toktok bigwan se eni samting we i defren taem oli stap talem bakegen stori ia, i wan pruf se hemia i wan giaman stori.",Sam oli mekem mistek mo oli toktok bigwan se eni samting we i defren taem oli stap talem bakegen stori ia i wan pruf se hemia i wan giaman stori,30,0
Thanh Hoa i stap smol taon blong [[Vietnam]].,Thanh Hoa i stap smol taon blong Vietnam,8,47
Augusta hem i kapital blong [[Maine]].,Augusta hem i kapital blong Maine,6,36
Colombia i kaontri long [[Saot Amerika]] we olgeta save tok tok long Spanish.,Colombia i kaontri long Saot_Amerika we olgeta save tok tok long Spanish,12,2
