	Clean_Content	Human_Label
8521	thanks boss! we bin enjoy di gist wella!!!	positive
10681	sporting dey ask for £64m for bruno fernandes but manchester united no gree, dem wan pay £50m plus £10m as jara. both clubs still dey talk. (source: daily mail)	positive
12411	see five feems wey pete edochie play ordinary role	neutral
11214	ajax don join us.	positive
13623	morata money na next season e go enta.	positive
4588	frank con yarn say the akpakos wey we dey chop follow for football. 'if anyone think say dis year na breeze and we go go unbeaten six or seven matches at a stretch, e no dey dat eazi.' he dey luk make the team get the basics right again tomoro.	positive
8387	adamu misa dey live wit regret say him bin no gree make dem vaccinate him pikin for polio. him pikin buhari leg nearly deform ontop dis mata.	positive
13799	nigeria corruption police efcc don arrest one yahoo-yahoo boy wey dey pose as central bank of nigeria governor, godwin emefiele to play pipo wayo.	negative
6404	e don reveal to me say man united go beat liverpool 2-1 at anfield on sunday.	positive
9004	india fire: 19 students wey bin dey study for school don die	negative
6689	put greenwood abeggi	positive
4730	today na and as we dey jolly we say make we take time to remember di ogbonge african leader nelson rolihlahla mandela	positive
7236	yeah, we dey recoup money wey we invest.	positive
3810	wetin dey happen? first south africa chop am. nigeria collect flogging afta. now cameroon don collect dia own from canada.	neutral
9744	sports betting don full evriwia for africa. but di betting companies dey true-tue tok how e be?	neutral
9985	morocco don forgive journalist wey go prison ontop abortion accuse	positive
9669	she sabi ball, no be mouth.	positive
4351	govenor yahaya bello of state as im dey adress tori pipo. '...having served dem (kogi pipo) well well, dem go decide to renew my mandate' more updates:	positive
13445	check di kogi and bayelsa election results from inec	neutral
2801	follow di live election announcement for di nigeria 2019 govnorship elections! lagos:  akwa ibom:  kano:  delta (dey on break):	positive
13905	goooooooal!!!!! bryan  don tear net for our fess goal! ️ 1⃣-0⃣	positive
270	"""i dey sleep wit 15 men every day to pay my madam"""	negative
8685	for sentencing wey happen for 5:30am, e be like tins no go easy for sisiku ayub	negative
10243	nigeria election office, inec don march break ontop anitin wey concern govnorship election for rivers state.	negative
11322	lagos traffic on good days	positive
2665	lionel messi vs cristiano ronaldo who be di goat - abeg discuss	neutral
5313	na only shawarma🥙 and point &amp; killwe hear for hia wait o 🤔 na di theme wey we bin dey find be dis?	positive
658	dis na pidgin page na	neutral
10314	goooooooooooooooooal!!! close shop abeg! we no sell market again! sabi striker dzeko say so!!! 1⃣-2⃣	positive
6033	sudan military say dem no get plan to hold on to power	positive
6829	you no see say the day hard am?	positive
3184	dem dis small boizz dey porsu us for nyash, abeg make dem no break dis record ooo!	positive
592	marcus rashford dun score 11 goals for hin last 13 games for man utd &amp; england; three more than in hin previous 13 appearances for 2019-20. na devil	positive
7348	90' the game no sure for us again. na l dey front.	neutral
9144	how you fit survive on n30,000 monthly based on mata	neutral
11313	total losses afta two days strike = â£100 million	negative
13764	fisherman catch fish wey cost reach n1billion, throway am back inside water	negative
4049	: murder den alleged rape of community nurse spark outrage for ghana	negative
13308	*if say our manager no be mumu.	positive
7211	happy baiday to goalie keeper wey too sabi, antonio mirante! hin turn 3⃣6⃣ today!	positive
10611	sabi player edin dzeko throway beta pass give cengiz ünder &amp; di winger no dull am at all as hin shake net wit beta finish. 🤝	positive
5894	bruno fernandes believe say hin transfer to go happen [o jogo,	positive
10409	greenwood na our best finisher but e dey wing, rashford &amp; martial dey strike. why??	positive
8405	minimum wage: fg say make workers civil servants wey dey collect pass n30k to get patience, warn say implantation go take time	neutral
12714	"solskjaer: ""no new transfer dey o. if anything happen, i go tell you but for now, no news dey."""	positive
8672	pastors wey go lay hands on pipo to heal dem don catch ebola virus	negative
12751	announce bruno abeg	positive
6497	the blues also spent time spreading some christmas cheer at chelsea and westminster hospital today!	positive
1378	kano road accident wey kill 19 pipo dey avoidable - frsc	negative
13092	pogba dey worried about the recent racist events wey dey happen, so e bin ask hin team mates to wear anti-racism wrist bands as dem dey warm up against newcastle [times]	positive
785	ft: liverpool 2-0 manchester united. na ole we go blame for this game. e fail tactically. why mata no start????	neutral
10074	na our starting eleven be dis.	positive
9670	who be this?	positive
7759	life and tins as e be for anglophone idps for douala. see di full tori for hia	neutral
10606	l-a-g-o-s! una result don drop!!! see am here:	positive
4584	fuel tanker elosion destroy tins for ochanja market onitsha	negative
6697	60' yacizi cross corner but kovacic clear am.	positive
8598	lets end the debate, which defender is better?  for jones like for pique ️	positive
5688	coronavirus no dey respect skin colour! today topic for be ‘black skin fit protect you from ?’	neutral
9769	71' reece james don well. thank god oo! e for don be for us dia.	positive
11997	pereira na wicked boy	neutral
12041	bishops, reverend sisters enta street to protest for abuja	negative
4935	38' abraham jus waste one fine chance as he curve the ball enta corner afta pulisic dress ball for am.	positive
12012	🤜🤛 this time last week,  and  linked up to become the first english chelsea players to score and…	positive
1819	mason greenwood na beauty!	positive
9519	38' fadaaaaaa abraham get how many goals now? he use him head scatter burnley net afta reece james cross beta ball for am. we don get pesin wey don break no. 9 curse as oga lampard yarn. na two kondo.	positive
12461	under dis law, anybody wey involve or promote homosexuality go face di death penalty.	negative
8817	kidnapping: “i no sleep for 62 days, president buhari no dey fit sleep”	negative
9675	breaking: dr rebel leder bosco ntaganda dey go prison for 30 years	negative
3383	nobodi dey broke for instagram	neutral
7307	hapi baidae to forma player skillful joe cole!	positive
10109	our players don show, see fresh boys!!	positive
10215	yes, she dey safe! we bin tok to her for our facebook live. watch am here:	positive
382	"all hail nigeria actress, producer and philanthropist, di ""king"" tonto dike.  if you tink say you know her, oyo fit be your case ooo. ""we too like amebo"", see di latest episode of 'question till mouth pain'."	positive
11158	see as di match take be:  // //	neutral
8448	fonjo ricahrd and im friend zakari longmopp dey try spread joy for ghana as dem dey battle depression	positive
12499	united fans, make we end this debate. na who deserve the captain armband?	positive
4179	belle dey totori us for as we don get invite for di africa digital sports conference for lagos. di oga patapata of media for di club, paul rogers, go dey yarn about roma support for naija, di pidgin account &amp; dia work wit	positive
8696	xenophobia: south africans march again for foreigners to leave	negative
1892	human rights watch accuse cameroon goment and separatist forces of rights abuses	negative
392	64' 🧤 fine save from pau lopez as in no allow correa score. 1⃣-1⃣	positive
1047	measles increase by four times for 2019	negative
7142	bauchi election results 2019: court stop inec from announcing bauchi govnorship election winner	neutral
13726	anambra state legislators bring law to make eensive burial offence	neutral
8484	why be say na dis video una go pick to tell am hapi baidae?	positive
1275	nigerians want lawmakers to make beta law for di kontri	positive
642	na starting xi be dis. captain america start.	positive
140	45' mount collect mtn for yeye tackle.	positive
4246	i love you pass	positive
5213	if students fit sing olamide song, dem fit learn mathematics music - nigerian lecturer	neutral
3925	mauricio pochettino wan become man utd manager. he dey feel himself as e believe say e fit manage the club. no be today wey e eye the club, e bin eye am after dem sack mourinho. [men]	positive
