text,text_preprocessed,k10_label
"Gust Scharle (bon long [[Laksembog]]), em i wan basketbol pleya blong Laksembog.",Gust Scharle em i wan basketbol pleya blong Laksembog,0_58
Pentikos aelan hemi wan long trifala aelans [[wei]] stap insaed penama provens aelan igat 17.000 pipol.,Pentikos aelan hemi wan long trifala aelans wei stap insaed penama provens aelan igat pipol,0_65
Aelan ia sapae kava long ful vanuatu mo wota [[taro]].,Aelan ia sapae kava long ful vanuatu mo wota taro,0_55
Kapitol blong hem i [[Canberra]].,Kapitol blong hem i Canberra,0_21
o Ovid long ol ples we i spikem English langwis (20 Maj 43 BC - 17 o 18 AD) em i bin wan poet (man blong litorasa) blong [[Rome]].,o Ovid long ol ples we i spikem English langwis em i bin wan poet blong Rome,0_23
Kalkot Mataskelekele (1949) i foma Hed blong Stet blong [[Vanuatu]].,Kalkot Mataskelekele i foma Hed blong Stet blong Vanuatu,0_34
"Filosofi (Toktok Gris: φιλοσοφία, ""philosophia"", ""love blong wisdom"") em i stadi we pipol traem anserem ol kwestin blong laef, eksistenis, nolej, rison, maen, mo [[langwis]].",Filosofi em i stadi we pipol traem anserem ol kwestin blong laef eksistenis nolej rison maen mo langwis,0_23
Kapital blong Shefa i [[Port Vila]].,Kapital blong Shefa i Port_Vila,0_21
Nem blong Shefa kam long tu nem blong aelan: Shepherd mo [[Efate]].,Nem blong Shefa kam long tu nem blong aelan Shepherd mo Efate,0_23
"Populaesen blong provens ia i stap araon 78,723. ilan blong [[Shefa]].",Populaesen blong provens ia i stap araon ilan blong Shefa,0_23
Toktok Rusia i wan toktok mo lanwis ofisial long Rusia mo [[Belarus]].,Toktok Rusia i wan toktok mo lanwis ofisial long Rusia mo Belarus,0_55
Hemi stap olbaot long [[Vanuatu]] tu.,Hemi stap olbaot long Vanuatu tu,0_34
"[[Man]] o pikinini i klaem antap long stamba blong kokonas, holem kokonas, tanem, tekem.",Man o pikinini i klaem antap long stamba blong kokonas holem kokonas tanem tekem,0_65
Oli melekem kakae olsemia long [[laplap]].,Oli melekem kakae olsemia long laplap,0_55
Wan yus bl'm hem olsem wan glas blong trink [[kava]] l'm.,Wan yus blm hem olsem wan glas blong trink kava lm,0_23
nakatampol hemi wan fruit we sipos i raef after oli kakae nakatampol ol man oli laekem from we sipos in no raef yet sweet blong hem in no [[kam]].,nakatampol hemi wan fruit we sipos i raef after oli kakae nakatampol ol man oli laekem from we sipos in no raef yet sweet blong hem in no kam,0_36
Rudawa i wan vilej long taon blong Zabierzów long saot blong [[Polan]].,Rudawa i wan vilej long taon blong Zabierzów long saot blong Polan,0_50
Mangarisu hemi loceted long saotsaot ist sait blong island [[Tongoa]].Chief Shem Titongoamata hemi Paramount chief blong mangarisu.Mangarisu village hemi split long eit station.,Mangarisu hemi loceted long saotsaot ist sait blong island TongoaChief Shem Titongoamata hemi Paramount chief blong mangarisuMangarisu village hemi split long eit station,0_37
Kapital blong hem i [[Valletta]].,Kapital blong hem i Valletta,0_21
"I long Ukraine, [[Romania]].",I long Ukraine Romania,0_55
Yu mas baptaes blong kam wan memba blong Jyos blong [[Jisas Kraes]].,Yu mas baptaes blong kam wan memba blong Jyos blong Jisas_Kraes,0_23
God hem i mekem wol mo i mekem ol pipol blong [[oli]] stap wetem hem mo [[oli]] wosipim hem.,God hem i mekem wol mo i mekem ol pipol blong oli stap wetem hem mo oli wosipim hem,0_23
Be hem i lavem ol pipol mo i senem pikini blong hem [[Jisas]] blong hem i ded long kros mo hem i tekem panismen blong ol pipol.,Be hem i lavem ol pipol mo i senem pikini blong hem Jisas blong hem i ded long kros mo hem i tekem panismen blong ol pipol,0_38
"Ale ol pipol, sipos oli wantem [[kam]] stap wetem God, mo oli bilif long hem, oli save [[kam]] stap wetem God, mo oli [[kam]] ol pikinini blong hem.",Ale ol pipol sipos oli wantem kam stap wetem God mo oli bilif long hem oli save kam stap wetem God mo oli kam ol pikinini blong hem,0_39
[[Mo]] wan dei God bambae i mekem wan nufala [[wol]] we evri samting i gud mo bambae hem i tekem ol pipol we ol i bilif long hem bae oli kam stap wetem hem long nufala wol we i gud tumas.,Mo wan dei God bambae i mekem wan nufala wol we evri samting i gud mo bambae hem i tekem ol pipol we ol i bilif long hem bae oli kam stap wetem hem long nufala wol we i gud tumas,0_40
[[Papa]] long Heven i Givimaot Gospel blong Hem long Evri Dispensesen.,Papa long Heven i Givimaot Gospel blong Hem long Evri Dispensesen,0_23
"- ""Eesti"", ""Eesti Vabariik""), hem i wan smolfala kaontri long Is [[Yurop]].",Eesti Eesti Vabariik hem i wan smolfala kaontri long Is Yurop,0_55
Hem i stap klosap long [[Rasia]] (long is) mo [[Latvia]] (long saot).,Hem i stap klosap long Rasia mo Latvia,0_65
"Lluís Domènech i Montaner i bin bon long 21 Disemba 1850, [[Barcelona]], Katalonia , Spain.",Lluís Domènech i Montaner i bin bon long Disemba Barcelona Katalonia Spain,0_55
"Prinsipaliti blong Monako, o jes Monako (Toktok Franis: ""Principauté de Monaco"", Toktok Monako: ""Principatu de Múnegu"", Toktok Itali: ""Principato di Monaco"", Toktok Oksitenia: ""Principat de Mónegue""), hem i wan smolsmol kaontri long Saot [[Yurop]].",Prinsipaliti blong Monako o jes Monako hem i wan smolsmol kaontri long Saot Yurop,0_23
"Populaesen blong Prinsipaliti blong [[Monako]] i stap moa o les 37,308 pipol (2016).",Populaesen blong Prinsipaliti blong Monako i stap moa o les pipol,0_23
Julius Caesar i politikis blong [[Rome]].,Julius Caesar i politikis blong Rome,0_23
Edward Nipake Natapei Tua Fanua'araki (1954) i Praem Minista blong [[Vanuatu]].,Edward Nipake Natapei Tua Fanuaaraki i Praem Minista blong Vanuatu,0_34
Canberra i wan bigtaon long [[Ostrelia]] mo kapitol blong disfala kaontri.,Canberra i wan bigtaon long Ostrelia mo kapitol blong disfala kaontri,0_23
Kapital blong hem i [[Copenhagen]] (da.,Kapital blong hem i Copenhagen da,0_21
Kapitol blong hem i [[Prague]] (Praha).,Kapitol blong hem i Prague,0_21
Hem i bin tijim se man nomo oli nating mo sore blong [[God]] nomo i save sevem olgeta.,Hem i bin tijim se man nomo oli nating mo sore blong God nomo i save sevem olgeta,0_23
"Long yia 1939, ol plen blong [[Jemani]] bin bonem Kurów long [[Wol Wo Tu]].",Long yia ol plen blong Jemani bin bonem Kurów long Wol Wo Tu,0_23
"I no longtaem afta, Jane wetem ol narawan insaed long famli blong hem, oli bin wantem joenem Ol Sent long Nauvu, mekem se oli aot long Konektikat, mo travel i go long [[Niu]] Yok, mo oli bin plan blong travel long ol stim bot mo ol kanal bot.",I no longtaem afta Jane wetem ol narawan insaed long famli blong hem oli bin wantem joenem Ol Sent long Nauvu mekem se oli aot long Konektikat mo travel i go long Niu Yok mo oli bin plan blong travel long ol stim bot mo ol kanal bot,0_41
"Be, [[oli]] no bin letem olgeta long sip from se [[oli]] bin blak, mekem se [[oli]] mas wokbaot long kolosap 1288 kilometa ia we i stap.",Be oli no bin letem olgeta long sip from se oli bin blak mekem se oli mas wokbaot long kolosap kilometa ia we i stap,0_42
Hem i wan man we i stret mo i [[gud]] tumas; i no gat wan narawan we mi bin luk we i olsem long [[wol]] ia.,Hem i wan man we i stret mo i gud tumas i no gat wan narawan we mi bin luk we i olsem long wol ia,0_55
"… [[Mi]] save stret se hem i bin wan profet, from se mi save hemia.”3 Tru long ol storian wetem Josef mo wetem mama blong hem, Lusi Mak Smit, Jane i bin lanem moa abaot Buk blong Momon mo translesen wok blong hem, mo i kam blong andastanem mo respektem ol odinens blong tempol.",… Mi save stret se hem i bin wan profet from se mi save hemia ” Tru long ol storian wetem Josef mo wetem mama blong hem Lusi Mak Smit Jane i bin lanem moa abaot Buk blong Momon mo translesen wok blong hem mo i kam blong andastanem mo respektem ol odinens blong tempol,0_43
"Jane i bin maredem Isaac James, wan blak konvet we i gat fri laef, mo hem i blong [[Niu]] Jesi.",Jane i bin maredem Isaac James wan blak konvet we i gat fri laef mo hem i blong Niu Jesi,0_23
"Long manis Jun long yia ia, boe blong Jane mo Isaac, Silas, i bon i [[kam]] long [[wol]] ia.",Long manis Jun long yia ia boe blong Jane mo Isaac Silas i bon i kam long wol ia,0_23
"Long nekis yia blong hem, famli ia i bin krosem ol flat ples, mo oli kasem [[Sol]] Lek Vale long samples Septemba blong yia 1847.",Long nekis yia blong hem famli ia i bin krosem ol flat ples mo oli kasem Sol Lek Vale long samples Septemba blong yia,0_44
"Semmak olsem ol narawan we oli bin [[kam]] stap long [[Sol]] Lek [[Vale]], Jane mo Isaac i bin wok had blong lukluk long famli blong tufala.",Semmak olsem ol narawan we oli bin kam stap long Sol Lek Vale Jane mo Isaac i bin wok had blong lukluk long famli blong tufala,0_45
"Long 1890, afta we hem i bin stap longwe blong 20 yia, Isaac i kambak long [[Sol Lek Siti]], i kambak long Jos, mo i gat wan gudfala rilesensip wetem Jane.",Long afta we hem i bin stap longwe blong yia Isaac i kambak long Sol_Lek_Siti i kambak long Jos mo i gat wan gudfala rilesensip wetem Jane,0_46
"[[Deseret News]] i givim ripot se: “I gat samfala pipol we [[oli]] bin luksave olgeta se [[oli]] gat moa fet mo [[oli]] moa fetful bitim Jane Manning James; mo nomata se hem i wan simpol woman, namba blong ol fren mo ol pipol we hem i save olgeta, i bitim ol handred.”",Deseret_News i givim ripot se “ I gat samfala pipol we oli bin luksave olgeta se oli gat moa fet mo oli moa fetful bitim Jane Manning James mo nomata se hem i wan simpol woman namba blong ol fren mo ol pipol we hem i save olgeta i bitim ol handred ”,0_47
"Hem i talem stori blong [[Israel]], ol pipol blong God, taem God i sevem olgeta from [[Ijip]] mo i sta tekem olgeta i go long gudfala ples, be olgeta i no stap trastem hem mo oli stap long taem long deset fromwe oli no trastem God.",Hem i talem stori blong Israel ol pipol blong God taem God i sevem olgeta from Ijip mo i sta tekem olgeta i go long gudfala ples be olgeta i no stap trastem hem mo oli stap long taem long deset fromwe oli no trastem God,0_48
Ollanta Moisés Humala Tasso (boen 1962) i hed blong stet blong [[Peru]].,Ollanta Moisés Humala Tasso i hed blong stet blong Peru,0_23
Ni-Vanuatu i pipol blong [[Vanuatu]].,NiVanuatu i pipol blong Vanuatu,0_34
Sahara hem i draeples long [[Afrika]].,Sahara hem i draeples long Afrika,0_55
Kaontri i minim wan hap long [[wol]] we i gat nesenel gavman.,Kaontri i minim wan hap long wol we i gat nesenel gavman,0_55
"Kapital blong hem i [[Seoul]], populaesen blong hem i 9.8 milian.",Kapital blong hem i Seoul populaesen blong hem i milian,0_21
"Cheongnyangri Stesen i relwei stesen, stap long istaon long [[Seoul]].",Cheongnyangri Stesen i relwei stesen stap long istaon long Seoul,0_4
Rudno i wan vilej long taon blong Krzeszowice long saot blong [[Polan]].,Rudno i wan vilej long taon blong Krzeszowice long saot blong Polan,0_50
I saot long [[Franis]] mo [[Andorra]] mo is long [[Portugal]].,I saot long Franis mo Andorra mo is long Portugal,0_55
Kapitol blong hem i [[Madrid]].,Kapitol blong hem i Madrid,0_21
Kapitol blong [[kaontri]] i taon we i gat gavman blong hem.,Kapitol blong kaontri i taon we i gat gavman blong hem,0_23
"Exsampol, kapitol blong [[Vanuatu]] i [[Port Vila]] mo kapital blong [[Ostrelia]] i Canberra.",Exsampol kapitol blong Vanuatu i Port Vila mo kapital blong Ostrelia i Canberra,0_34
Nasonal lanwis blong [[Latvia]] emi Latvian.,Nasonal lanwis blong Latvia emi Latvian,0_23
Ofisol lanwis blong [[Andorra]] em i [[Katalan]].,Ofisol lanwis blong Andorra em i Katalan,0_23
Mir Saeid Marouf Lakrani (boen 20 Oktoba 1985) em i volibol pleya blong [[Iran]].,Mir Saeid Marouf Lakrani em i volibol pleya blong Iran,0_58
Seyed Mohammad Mousavi Eraghi (boen 22 Ogis 1987) em i volibol pleya blong [[Iran]].,Seyed Mohammad Mousavi Eraghi em i volibol pleya blong Iran,0_58
"Ramon Solsona i Sancho i bin bon long 1950, [[Barcelona]] (Catalonia, Spain).",Ramon Solsona i Sancho i bin bon long Barcelona,0_55
"Serge Vohor (bon long 1955) i bin Praem Minista blong [[Vanuatu]] tri taem, fastaem long Desemba 1995 cassem Febri 1996, sekond taem long Septemba 1996 cassem March 1998 mo tird taem long Juli cassem Decemba 2004.",Serge Vohor i bin Praem Minista blong Vanuatu tri taem fastaem long Desemba cassem Febri sekond taem long Septemba cassem March mo tird taem long Juli cassem Decemba,0_49
"Banjar hem i taon long Wes Java, [[Indonesia]].",Banjar hem i taon long Wes Java Indonesia,0_55
Stary Dwór i wan vilej long taon blong Trzciel long [[Polan]].,Stary Dwór i wan vilej long taon blong Trzciel long Polan,0_50
Kapital blong hem i [[Tbilisi]].,Kapital blong hem i Tbilisi,0_21
"Go-go, ale long novemba 2020, Biden hemi bitim presiden [[Donald Trump]] long eleksen: hemi kasem 81 milion balots, wan rekod namba long histri blo kantri ia.",Gogo ale long novemba Biden hemi bitim presiden Donald_Trump long eleksen hemi kasem milion balots wan rekod namba long histri blo kantri ia,0_51
Saiens ia painimautim plenet blong yumi (Et) mo [[wol]].,Saiens ia painimautim plenet blong yumi mo wol,0_23
"Krossol, o karasol, hemi wan frut we ol man oli laekem blo kakae from i swit, [[oli]] mekem jus lem, mo tu lef blem hemi wan gudfala mericine",Krossol o karasol hemi wan frut we ol man oli laekem blo kakae from i swit oli mekem jus lem mo tu lef blem hemi wan gudfala mericine,0_52
Singil Stesen i relwei stesen long [[Seoul]].,Singil Stesen i relwei stesen long Seoul,0_4
"[[Solan Stesen]] i relwei stesen, stap long Gangwon provins.",Solan_Stesen i relwei stesen stap long Gangwon provins,0_4
"Maniok hemi wan kakae blong [[Saot Amerika]], espesiali Brazil.",Maniok hemi wan kakae blong Saot_Amerika espesiali Brazil,0_23
"Kevin Rudd (bon 1957) i praem minista blong [[Ostrelia]], stat long Disemba 3, 2007.",Kevin Rudd i praem minista blong Ostrelia stat long Disemba,0_23
Hem i bin transletem Niu Testeman i kam long [[Inglis]].,Hem i bin transletem Niu Testeman i kam long Inglis,0_55
"Nicolas Sarkozy i Hed blong Stet (presidens) blong [[Franis]], pati blong hem i ""Les Républicains"".",Nicolas Sarkozy i Hed blong Stet blong Franis pati blong hem i Les Républicains,0_18
Mojtaba Mirzajanpour Muziraji (boen 7 Oktoba 1991) em i volibol pleya blong [[Iran]].,Mojtaba Mirzajanpour Muziraji em i volibol pleya blong Iran,0_58
Kapital blong hem i [[Caracas]].,Kapital blong hem i Caracas,0_21
"Hem i stap klosap long [[Sebia]], Balgeria, [[Gris]], Albenia.",Hem i stap klosap long Sebia Balgeria Gris Albenia,0_65
Nem blong ol [[kaontri]] long plenet blong yumi hemi wol.,Nem blong ol kaontri long plenet blong yumi hemi wol,0_23
Oceania i wan [[Kontinen]].,Oceania i wan Kontinen,0_55
Piotrowice i wan vilej long [[Polan]].,Piotrowice i wan vilej long Polan,0_55
"Pepa i [[wan ting]], pipol ol i mekem long fiber long wud mo rags.",Pepa i wan_ting pipol ol i mekem long fiber long wud mo rags,0_55
"Long Jaena, pepa i kamtru long [[India]], long [[Middle East]], mo long [[Itali]].",Long Jaena pepa i kamtru long India long Middle East mo long Itali,0_55
Long [[Inglan]] i bin mekem wan masin blong mekem pepa before 1812.,Long Inglan i bin mekem wan masin blong mekem pepa before,0_23
Matey Iliyanov Kaziyski (boen 23 Septemba 1984) em i volibol pleya blong [[Bulgaria]].,Matey Iliyanov Kaziyski em i volibol pleya blong Bulgaria,0_58
Louis Germain David de Funès de Galarza (1914 - 1983) i bin wan akta blong [[Franis]].,Louis Germain David de Funès de Galarza i bin wan akta blong Franis,0_69
"so hemi wan aelan of[tafea] mo tu hemi wan aelan blo kastom danis wetem nois blo volcano i faerap oltaem wetem plenty difren fruts mo fulap tours we ol turis i save visitem blue cave tour, tanna magic tour wetem fulap moa,hemi sapraesm ol turis abaotem biggest banyan in the world large [[banyan]].",so hemi wan aelan oftafea mo tu hemi wan aelan blo kastom danis wetem nois blo volcano i faerap oltaem wetem plenty difren fruts mo fulap tours we ol turis i save visitem blue cave tour tanna magic tour wetem fulap moahemi sapraesm ol turis abaotem biggest banyan in the world large banyan,0_53
"I long [[Jemani]], Belgium.",I long Jemani Belgium,0_55
Rabindranath Tagore o Rabindranath Thakur (Bengali: রবীন্দ্রনাথ ঠাকুর) (7 Mei 1861 – 7 Ogis 1941) em i bin wan poet blong [[India]].,Rabindranath Tagore o Rabindranath Thakur em i bin wan poet blong India,0_23
"Bredfrut hem i wan veri [[popular]] kakai around lo south [[Pacific]],  bredfrut hem i veri important tu from time we cyclone i kas yumi, yumi save putum out readi blo yumi save kakai afta lo cyclone sapos yumi no kat kakai lo karen blo yumi.",Bredfrut hem i wan veri popular kakai around lo south Pacific bredfrut hem i veri important tu from time we cyclone i kas yumi yumi save putum out readi blo yumi save kakai afta lo cyclone sapos yumi no kat kakai lo karen blo yumi,0_54
"I long [[Nowei]], [[Finlan]].",I long Nowei Finlan,0_55
"Tuban hem i wan taon we kolosap 250,000 man yia 2005 hem stap long hem, taon ya i stap kolosap long not kos blong [[Is Java]] blong [[Indonesia]].",Tuban hem i wan taon we kolosap man yia hem stap long hem taon ya i stap kolosap long not kos blong Is_Java blong Indonesia,0_56
Jisas Kraes i holiman blong ol [[kristaniti]].,Jisas Kraes i holiman blong ol kristaniti,0_23
[[Naus]] hemi wan namba wan fruit blo yumi.,Naus hemi wan namba wan fruit blo yumi,0_55
Ol man mo sam woman tu [[oli]] drink kava long sava long wan ples nem blong hem nakamal.,Ol man mo sam woman tu oli drink kava long sava long wan ples nem blong hem nakamal,0_21
